Organism	eBSH	7aHSDH	7bHSDH	3aHSDH	3bHSDH	12aHSDH	BaiG	BaiTRAP	BaiA	BaiB	BaiCDH	BaiEI	BaiFK	BaiN	BaiO	BaiP	BaiJ	BaiL	BaiR
Enterococcus faecalis T10 (1169295.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T11 (565640.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T12 (1169287.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T13 (1158663.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T14 (1158626.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T16 (1158662.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T17 (1169292.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T18 (1169296.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T19 (1169300.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T2 (565637.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T20 (1169285.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T21 (1158669.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T3 (565638.4)	2538	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T4 (1169253.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T5 (1169293.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T6 (1169291.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T7 (1169254.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T8 (565639.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis T9 (1169294.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TR161 (1169314.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TR197 (1169307.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TUSoD Ef11 (553209.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0012 (749496.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0017 (749497.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0027 (749498.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0031 (749499.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0043 (749500.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0102 (749501.3)	1205	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0104 (491074.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0109 (749502.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0309A (749503.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0309B (749504.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0312 (749505.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0411 (749506.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0470 (749507.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0630 (749508.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0635 = WH245 (749509.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0645 (749510.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0855 (749511.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX0860 (749512.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX1322 (525278.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX1337RF (1134802.3)	2433	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX1341 (749514.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX1346 (749516.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX2134 (749518.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX2137 (749491.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX2141 (749492.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX4000 (749493.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX4244 (749494.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis TX4248 (749495.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA1014 (1158546.3)	605	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA1180 (1158552.3)	376	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA1489 (1158976.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA409 (1158637.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA702 (1158640.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA769 (1157369.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA823 (1157370.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA902 (1157371.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA903 (1157372.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA904 (1157373.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA905 (1157374.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA906 (1157375.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA907 (1157376.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA943 (1157377.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis UAA948 (1158542.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis V583 (226185.9)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis V587 (1158623.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis WH257 (1158628.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis WH571 (1158631.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis X98 (565641.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecalis YI6-1 (1158667.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 1,141,733 (565659.3)	282	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 1,230,933 (565656.3)	567, 628	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 1,231,408 (565661.4)	2329, 2500	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 1,231,410 (565660.4)	235, 2593	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 1,231,501 (565658.4)	1411, 428	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 1,231,502 (565657.5)	2268, 2362	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 109 A1 (1157416.3)	1668, 517	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 2006-70-121 (1157417.3)	387, 744	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 504 (1134805.3)	1588, 2648	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 505 (1134806.3)	1715, 696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 7330381-1 (1157419.3)	1142, 2338	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 7330446-2 (1157420.3)	1117, 1822	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 7330519-3 (1157421.3)	1836, 693	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 7330614-1 (1157422.3)	1432, 1508	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 7330884-2 (1157423.3)	1064, 1726, 1759	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 7430166-3 (1157424.3)	1124, 1843, 1859	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 841V03 (1157425.3)	1245, 1271, 1371	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9730219-1 (1157429.3)	2051, 2085, 468	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9730357-1 (1157430.3)	1049, 1066, 1741	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9731349-1 (1157431.3)	1843, 1949, 2464, 666	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9731352-4 (1157432.3)	1549, 1565, 835	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9830091-5 (1157433.3)	1975, 1990, 2024, 734	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9830512-2 (1157435.3)	1514, 998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9830565-4 (1157437.3)	1645, 1687	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9930238-2 (1157440.3)	1658, 1684	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium 9931110-4 (1157441.3)	1014, 1865	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium A17 Sv1 (1157442.3)	1231, 1912, 1927	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium ATCC 8459 (1158600.4)	912, 952, 994	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium Aus0004 (1155766.14)	1824, 1827, 1954	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium C309 (1176489.3)	1118, 1119, 1457	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium C68 (565664.3)	1943, 1944, 2814	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium Com12 (565662.4)	104	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium Com15 (565663.4)	1248	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium CRL1879 (1295527.3)	769, 932	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium D344SRF (565665.3)	1326, 2646	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E0045 (1138880.3)	2307, 559, 560	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E0120 (1138881.3)	845, 938	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E0164 (1138882.3)	1666, 1667, 2314, 674	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E0269 (1138883.3)	1694, 2111, 232	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E0333 (1138884.3)	703, 778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E0679 (1138885.3)	1322, 21, 66	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E0680 (1138886.3)	2602, 441, 484	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E0688 (1138887.3)	487, 563	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1007 (1138888.3)	1249	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1039 (645663.4)	1109, 1240	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1050 (1138889.3)	869, 949	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1071 (535205.4)	1783, 233	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1133 (1138890.3)	179, 187, 2515	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1162 (535206.4)	2397, 477, 511	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1185 (1138891.3)	1519, 490, 601	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1258 (1138892.3)	177, 1944	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1293 (1138893.3)	1076, 955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1321 (1138930.3)	712, 837	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1392 (1138894.3)	687, 847	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1552 (1138895.3)	496, 538	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1573 (1138896.3)	378, 429, 468	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1574 (1138897.3)	764, 804, 861	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1575 (1138898.3)	2379, 921	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1576 (1138899.3)	340, 402	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1578 (1138900.3)	875, 913, 954	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1590 (1138901.3)	1529, 475	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1604 (1138902.3)	1406	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1613 (1138903.3)	1225	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1620 (1138904.3)	174, 227, 893	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1622 (1138905.3)	775, 869, 909	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1623 (1138906.3)	321, 415, 456	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1626 (1138907.3)	236	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1627 (1138908.3)	1856, 729	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1630 (1138909.3)	312	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1634 (1138910.3)	125, 1422, 2037, 82	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1636 (544875.4)	2028, 319	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1644 (1138931.3)	1640, 1641, 1714	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1731 (1138913.3)	1258, 1327	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1861 (1138914.3)	754	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1904 (1138915.3)	1196, 3011	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E1972 (1138916.3)	609	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2039 (1138917.3)	174, 175	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2071 (1138918.3)	477, 516	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2134 (1138919.3)	1257, 2596	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2297 (1138920.3)	2194, 2196, 2519	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2369 (1138932.3)	174, 175, 246	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2560 (1138933.3)	353, 456	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2620 (1138921.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2883 (1138922.3)	1400, 1469	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E2966 (1138923.3)	1168, 1928, 2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E3083 (1138924.3)	765	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E3346 (1138925.3)	763	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E3548 (1138926.3)	725	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E4215 (1138929.3)	179, 2334, 292	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E4389 (1138934.3)	2701, 757, 758	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E6012 (1138935.3)	681, 743	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E6045 (1138936.3)	1820, 1882	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E8sv3 (1157443.3)	1025, 983	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium E980 (529885.3)	450	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0305 (1158641.3)	1161, 1265, 2624	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0308 (1158642.3)	1333, 1413	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0312 (1158652.3)	501, 578	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0314 (1158646.3)	1175, 1249	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0316 (1158647.3)	1945, 2019	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0318 (1158648.3)	1614, 1688	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0319 (1158649.3)	1900, 1973	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0321 (1158650.3)	1128, 1203	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0323 (1158651.3)	866, 940	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0375 (1138937.4)	1027, 1177	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0376 (1138938.4)	746, 819	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium EnGen0377 (1138939.4)	2035, 2114	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium ERV1 (1134819.3)	2357, 2685, 2881	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium F9730129-1 (1157479.3)	2026, 2569	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium H17243 (1157444.3)	2259, 2297, 2338	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium H17575 (1157446.3)	1930, 973	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HF50104 (1157480.3)	1277, 1356, 1462	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HF50105 (1157481.3)	1794, 817	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HF50106 (1157482.3)	1146, 2107	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HF50203 (1157483.3)	1889, 1931, 1932, 1998	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HF50204 (1157484.3)	1138, 1170, 1381	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HF50215 (1157485.3)	1362, 1812, 1855	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HM1071 (1157447.3)	2128, 2341, 2343	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HM1072 (1157487.3)	2463, 2634, 410	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HM1073 (1157486.3)	2345, 2468	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium HM1074 (1157448.3)	1331, 472	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium LCT-EF128 (1178528.3)	2527, 927	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium LCT-EF20 (1245477.3)	2560	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium LCT-EF258 (1245478.3)	49	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium LCT-EF90 (1167697.3)	44	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium NRRL B-2354 (1104325.3)	881, 924, 963	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium PC4.1 (791161.5)	2766	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium S658-3 (1157451.3)	1027, 891	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium TC 6 (565666.3)	1665, 243	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium TX0082 (749520.3)	1613, 1944, 2655	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium TX0133A (749521.3)	2756, 2838, 2930	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium TX0133a04 (749523.3)	2456, 2882, 2911	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium TX0133B (749524.3)	1293, 2155, 2945	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium TX0133C (749525.3)	1554, 2695, 829	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium TX1330 (525279.3)	518	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium U0317 (547468.4)	1166, 126	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1007 (1158545.3)	1555, 718, 719	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1019 (1158547.3)	2295, 2297, 2423	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1022 (1158548.3)	1726, 684	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1023 (1158549.3)	1846, 1965	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1024 (1158550.3)	1355, 1477	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1025 (1158551.3)	1240, 1241, 2614, 729	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1280 (1158553.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1433 (1158554.3)	1507, 1578	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA1484 (1158555.3)	1928, 1929, 2053	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA210 (1158635.3)	1550, 2292	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA407 (1158636.3)	1028, 1585, 2527	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Enterococcus faecium UAA430 (1158638.3)	1038, 2473	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
