Organism	GTPCH	PyrD	PyrR	DHBPS	DMRLS	RSA	RK	FMNAT	FHY	RibU	PnuX	ImpX	RibXY	RibN	RfnT	RibZ
Staphylococcus lugdunensis M23590 (525377.3)	53_6	51_2_5	51_2_5	53_6	54_8	52_10	560_17_19	560_17_19	 	359	 	 	 	 	 	 
Staphylococcus lugdunensis N920143 (1034809.4)	1148_6	1146_2_5	1146_2_5	1148_6	1149_8	1147_10	1603_17_19	1603_17_19	 	1404	 	 	 	 	 	 
Staphylococcus pettenkoferi VCU012 (904314.5)	688_6	686_2_5	686_2_5	688_6	689_8	687_10	1555_17_19	1555_17_19	 	2267	 	 	 	 	 	 
Staphylococcus pseudintermedius ED99 (984892.3)	931_6	929_2_5	929_2_5	931_6	932_8	930_10	1399_17_19	1399_17_19	 	1210	 	 	 	 	 	 
Staphylococcus pseudintermedius HKU10-03 (937773.3)	1533_6	1535_2_5	1535_2_5	1533_6	1532_8	1534_10	999_17_19	999_17_19	 	1184	 	 	 	 	 	 
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 (342451.11)	996_6	994_2_5	994_2_5	996_6	997_8	995_10	1496_17_19	1496_17_19	 	1264	 	 	 	 	 	 
Staphylococcus simulans ACS-120-V-Sch1 (883166.5)	1711_6	1713_2_5	1713_2_5	1711_6	1710_8	1712_10	1200_17_19	1200_17_19	 	1464	 	 	 	 	 	 
Staphylococcus vitulinus F1028 (1167632.5)	1706_6	1708_2_5	1708_2_5	1706_6	1705_8	1707_10	60_17_19	60_17_19	 	1692	 	 	 	 	 	 
Staphylococcus warneri L37603 (596319.3)	2043_6	2041_2_5	2041_2_5	2043_6	2044_8	2042_10	444_17_19	444_17_19	 	1027	 	 	 	 	 	 
Staphylococcus warneri SG1 (1194526.3)	985_6	983_2_5	983_2_5	985_6	986_8	984_10	1446_17_19	1446_17_19	 	1246	 	 	 	 	 	 
Staphylococcus xylosus NJ (1262650.3)	199_6	201_2_5	201_2_5	199_6	198_8	200_10	2335_17_19	2335_17_19	 	2552	 	 	 	 	 	 
Abiotrophia defectiva ATCC 49176 (592010.4)	 	 	 	 	 	 	108_19_17	108_19_17	 	 	 	 	 	 	 	 
Aerococcus viridans ATCC 11563 (655812.3)	 	1297_2_5	1297_2_5	 	471_8	1298_10	245_17_19	245_17_19	 	1510	 	 	 	 	 	 
Aerococcus viridans LL1 (1175629.3)	365_7	367_2_5	367_2_5	365_7	364_8	366_10	758_17_19	758_17_19	 	1295	 	 	 	 	 	 
Granulicatella adiacens ATCC 49175 (638301.3)	 	 	 	 	 	 	638_19_17	638_19_17	430	 	 	 	 	 	 	 
Granulicatella elegans ATCC 700633 (626369.3)	 	 	 	 	 	 	441_17_19	441_17_19	 	1422	 	 	 	 	 	 
Enterococcus asini ATCC 700915 (1158606.4)	 	 	 	 	 	 	2131_17_19	2131_17_19	 	1956	 	 	 	 	 	 
Enterococcus avium ATCC 14025 (1140002.4)	802_6	804_2_5	804_2_5	802_6	801_8	803_10	2321_17_19	2321_17_19	 	"1750, 4146"	 	 	 	 	 	 
Enterococcus caccae ATCC BAA-1240 (1158612.4)	 	 	 	 	 	 	2057_17_19	2057_17_19	 	974	 	 	 	 	 	 
Enterococcus casseliflavus ATCC 12755 (888066.3)	3041_6	3039_2_5	3039_2_5	3041_6	3042_8	3040_10	1116_17_19	1116_17_19	 	2496	 	 	 	 	 	141
Enterococcus casseliflavus EC10 (565654.4)	2989_6	2991_2_5	2991_2_5	2989_6	2988_8	2990_10	233_19_17	233_19_17	 	 	 	 	 	 	 	 
Enterococcus cecorum DSM 20682 = ATCC 43198 (1121864.4)	 	 	 	 	 	 	2213_17_19	2213_17_19	 	2323	 	 	 	 	 	 
Enterococcus dispar ATCC 51266 (1139219.4)	 	 	 	 	 	 	276_17_19	276_17_19	 	44	 	 	 	 	 	 
Enterococcus durans ATCC 6056 (1140001.4)	 	 	 	 	 	 	1930_17_19	1930_17_19	 	2648	 	 	 	 	 	 
Enterococcus durans FB129-CNAB-4 (883162.3)	 	 	 	 	 	 	1247_17_19	1247_17_19	 	302	 	 	 	 	 	 
Enterococcus durans IPLA 655 (1288492.4)	 	 	 	 	 	 	499_17_19	499_17_19	 	1719	 	 	 	 	 	 
Enterococcus faecalis 12030 (1169282.3)	 	 	 	 	 	 	1707_17_19	1707_17_19	1462	1884	 	 	 	 	 	1785
Enterococcus faecalis 12107 (1158664.3)	 	 	 	 	 	 	1130_17_19	1130_17_19	848	1314	 	 	 	 	 	1212
Enterococcus faecalis 1448E03 (1151193.3)	 	 	 	 	 	 	1238_17_19	1238_17_19	990	1413	 	 	 	 	 	1313
Enterococcus faecalis 182970 (1151194.3)	 	 	 	 	 	 	548_17_19	548_17_19	1536	 	 	 	 	 	 	471
Enterococcus faecalis 19116 (1151195.3)	 	 	 	 	 	 	1898_17_19	1898_17_19	1652	2075	 	 	 	 	 	1975
Enterococcus faecalis 2630V05 (1151196.3)	 	 	 	 	 	 	283_17_19	283_17_19	2122	 	 	 	 	 	 	358
Enterococcus faecalis 2924 (1151197.3)	 	 	 	 	 	 	1108_17_19	1108_17_19	817	 	 	 	 	 	 	1184
Enterococcus faecalis 5952 (1158670.3)	 	 	 	 	 	 	1257_17_19	1257_17_19	1015	 	 	 	 	 	 	1340
Enterococcus faecalis 599 (1134784.3)	 	 	 	 	 	 	2298_17_19	2298_17_19	2919	2124	 	 	 	 	 	2224
Enterococcus faecalis 599951 (1169281.3)	 	 	 	 	 	 	1755_17_19	1755_17_19	1510	1934	 	 	 	 	 	1833
Enterococcus faecalis 62 (936153.3)	 	 	 	 	 	 	1682_17_19	1682_17_19	 	1865	 	 	 	 	 	1765
Enterococcus faecalis 7330082-2 (1151198.3)	 	 	 	 	 	 	259_17_19	259_17_19	 	443	 	 	 	 	 	343
Enterococcus faecalis 7330112-3 (1151199.3)	 	 	 	 	 	 	1583_17_19	1583_17_19	1830	1407	 	 	 	 	 	1507
Enterococcus faecalis 7330245-2 (1151200.3)	 	 	 	 	 	 	1358_17_19	1358_17_19	1110	 	 	 	 	 	 	 
Enterococcus faecalis 7330257-1 (1151201.3)	 	 	 	 	 	 	233_17_19	233_17_19	1445	408	 	 	 	 	 	308
Enterococcus faecalis 7330259-5 (1151202.3)	 	 	 	 	 	 	234_17_19	234_17_19	2351	409	 	 	 	 	 	309
Enterococcus faecalis 7330948-5 (1151204.3)	 	 	 	 	 	 	234_17_19	234_17_19	2103	410	 	 	 	 	 	310
Enterococcus faecalis 7430275-3 (1151205.3)	 	 	 	 	 	 	1209_17_19	1209_17_19	1455	1034	 	 	 	 	 	1134
Enterococcus faecalis 7430315-3 (1151206.3)	 	 	 	 	 	 	1120_17_19	1120_17_19	2164	 	 	 	 	 	 	1046
Enterococcus faecalis 7430416-3 (1151207.3)	 	 	 	 	 	 	1198_17_19	1198_17_19	951	1373	 	 	 	 	 	1273
Enterococcus faecalis 7430821-4 (1151208.3)	 	 	 	 	 	 	1228_17_19	1228_17_19	1475	1051	 	 	 	 	 	1152
Enterococcus faecalis 79-3 (1169283.3)	 	 	 	 	 	 	1726_17_19	1726_17_19	1478	1903	 	 	 	 	 	1804
Enterococcus faecalis A-2-1 (1169245.3)	 	 	 	 	 	 	1227_17_19	1227_17_19	981	1408	 	 	 	 	 	 
Enterococcus faecalis A-3-1 (1169246.3)	 	 	 	 	 	 	1281_17_19	1281_17_19	 	1465	 	 	 	 	 	1365
Enterococcus faecalis AR01/DG (565651.6)	 	 	 	 	 	 	2493_17_19	2493_17_19	2242	 	 	 	 	 	 	32
Enterococcus faecalis ATCC 10100 (1169312.3)	 	 	 	 	 	 	1289_17_19	1289_17_19	 	1475	 	 	 	 	 	 
Enterococcus faecalis ATCC 19433 (1169286.3)	 	 	 	 	 	 	1157_17_19	1157_17_19	 	1338	 	 	 	 	 	 
Enterococcus faecalis ATCC 27275 (1158675.3)	 	 	 	 	 	 	1264_17_19	1264_17_19	 	1447	 	 	 	 	 	1347
Enterococcus faecalis ATCC 27959 (1158676.3)	 	 	 	 	 	 	938_17_19	938_17_19	 	1120	 	 	 	 	 	1020
Enterococcus faecalis ATCC 29200 (525271.4)	 	 	 	 	 	 	716_17_19	716_17_19	1774	479	 	 	 	 	 	641
Enterococcus faecalis ATCC 29212 (1201292.3)	 	 	 	 	 	 	602_17_19	602_17_19	254	"370, 371"	 	 	 	 	 	 
Enterococcus faecalis ATCC 35038 (1169290.3)	 	 	 	 	 	 	1171_17_19	1171_17_19	887	1355	 	 	 	 	 	1255
Enterococcus faecalis ATCC 4200 (565642.4)	 	 	 	 	 	 	2719_17_19	2719_17_19	1130	 	 	 	 	 	 	2792
Enterococcus faecalis ATCC 6055 (1169311.3)	2994_6	2996_2_5	2996_2_5	2994_6	2993_8	2995_10	1151_17_19	1151_17_19	900	 	 	 	 	 	 	 
Enterococcus faecalis B-4-111 (1169302.3)	 	 	 	 	 	 	1508_17_19	1508_17_19	1242	 	 	 	 	 	 	 
Enterococcus faecalis B1005 (1157378.3)	 	 	 	 	 	 	1379_17_19	1379_17_19	1135	 	 	 	 	 	 	1456
Enterococcus faecalis B1138 (1157379.3)	 	 	 	 	 	 	777_17_19	777_17_19	533	 	 	 	 	 	 	853
Enterococcus faecalis B1249 (1157380.3)	 	 	 	 	 	 	1556_17_19	1556_17_19	1313	 	 	 	 	 	 	1632
Enterococcus faecalis B1290 (1151209.3)	 	 	 	 	 	 	231_17_19	231_17_19	1716	 	 	 	 	 	 	307
Enterococcus faecalis B1327 (1151210.3)	 	 	 	 	 	 	990_17_19	990_17_19	747	 	 	 	 	 	 	1066
Enterococcus faecalis B1376 (1151211.3)	 	 	 	 	 	 	232_17_19	232_17_19	2403	 	 	 	 	 	 	308
Enterococcus faecalis B1385 (1151212.3)	 	 	 	 	 	 	1849_17_19	1849_17_19	2093	 	 	 	 	 	 	1773
Enterococcus faecalis B1441 (1157342.3)	 	 	 	 	 	 	1252_17_19	1252_17_19	1008	 	 	 	 	 	 	1328
Enterococcus faecalis B1505 (1157343.3)	 	 	 	 	 	 	1235_17_19	1235_17_19	990	 	 	 	 	 	 	1311
Enterococcus faecalis B1532 (1157344.3)	 	 	 	 	 	 	1246_17_19	1246_17_19	1004	 	 	 	 	 	 	1322
Enterococcus faecalis B15725 (1151186.3)	 	 	 	 	 	 	963_17_19	963_17_19	3009	 	 	 	 	 	 	1040
Enterococcus faecalis B1586 (1157345.3)	 	 	 	 	 	 	2281_17_19	2281_17_19	2038	 	 	 	 	 	 	2358
Enterococcus faecalis B1618 (1157346.3)	 	 	 	 	 	 	1251_17_19	1251_17_19	1008	 	 	 	 	 	 	1328
Enterococcus faecalis B1623 (1157347.3)	 	 	 	 	 	 	1683_17_19	1683_17_19	1440	 	 	 	 	 	 	1759
Enterococcus faecalis B16457 (1151187.3)	 	 	 	 	 	 	1735_17_19	1735_17_19	1980	 	 	 	 	 	 	1660
Enterococcus faecalis B1678 (1157348.3)	 	 	 	 	 	 	1242_17_19	1242_17_19	1000	 	 	 	 	 	 	1318
Enterococcus faecalis B1696 (1157349.3)	 	 	 	 	 	 	1235_17_19	1235_17_19	991	 	 	 	 	 	 	1311
Enterococcus faecalis B1719 (1157350.3)	 	 	 	 	 	 	1265_17_19	1265_17_19	1021	 	 	 	 	 	 	1342
Enterococcus faecalis B1734 (1157351.3)	 	 	 	 	 	 	1253_17_19	1253_17_19	1009	 	 	 	 	 	 	1329
Enterococcus faecalis B1843 (1157352.3)	 	 	 	 	 	 	1251_17_19	1251_17_19	1007	 	 	 	 	 	 	1328
Enterococcus faecalis B1851 (1157381.3)	 	 	 	 	 	 	1250_17_19	1250_17_19	1007	 	 	 	 	 	 	1326
Enterococcus faecalis B1874 (1157353.3)	 	 	 	 	 	 	1235_17_19	1235_17_19	994	 	 	 	 	 	 	1313
Enterococcus faecalis B1921 (1157382.3)	 	 	 	 	 	 	1189_17_19	1189_17_19	 	 	 	 	 	 	 	 
Enterococcus faecalis B1933 (1157383.3)	 	 	 	 	 	 	1254_17_19	1254_17_19	1011	 	 	 	 	 	 	1330
Enterococcus faecalis B2202 (1157384.3)	 	 	 	 	 	 	1243_17_19	1243_17_19	1000	 	 	 	 	 	 	1319
Enterococcus faecalis B2207 (1157354.3)	 	 	 	 	 	 	1192_17_19	1192_17_19	 	 	 	 	 	 	 	 
Enterococcus faecalis B2211 (1157385.3)	 	 	 	 	 	 	1324_17_19	1324_17_19	1081	 	 	 	 	 	 	1401
Enterococcus faecalis B2255 (1157355.3)	 	 	 	 	 	 	1242_17_19	1242_17_19	999	 	 	 	 	 	 	1318
Enterococcus faecalis B2277 (1157386.3)	 	 	 	 	 	 	1331_17_19	1331_17_19	1087	 	 	 	 	 	 	1409
Enterococcus faecalis B2391 (1157356.3)	 	 	 	 	 	 	1245_17_19	1245_17_19	1001	 	 	 	 	 	 	1321
Enterococcus faecalis B2488 (1157357.3)	 	 	 	 	 	 	1239_17_19	1239_17_19	997	 	 	 	 	 	 	1316
Enterococcus faecalis B2535 (1157358.3)	 	 	 	 	 	 	1237_17_19	1237_17_19	995	 	 	 	 	 	 	1313
Enterococcus faecalis B2557 (1157359.3)	 	 	 	 	 	 	1244_17_19	1244_17_19	1002	 	 	 	 	 	 	1320
Enterococcus faecalis B2593 (1157360.3)	 	 	 	 	 	 	1590_17_19	1590_17_19	1347	 	 	 	 	 	 	1666
Enterococcus faecalis B2670 (1157387.3)	 	 	 	 	 	 	1240_17_19	1240_17_19	997	 	 	 	 	 	 	1316
Enterococcus faecalis B2685 (1157388.3)	 	 	 	 	 	 	1239_17_19	1239_17_19	996	 	 	 	 	 	 	1316
Enterococcus faecalis B2687 (1157389.3)	 	 	 	 	 	 	1570_17_19	1570_17_19	1326	 	 	 	 	 	 	1647
Enterococcus faecalis B2802 (1157390.3)	 	 	 	 	 	 	1334_17_19	1334_17_19	1091	 	 	 	 	 	 	1410
Enterococcus faecalis B2864 (1157392.3)	 	 	 	 	 	 	1248_17_19	1248_17_19	1005	 	 	 	 	 	 	1325
Enterococcus faecalis B2867 (1157393.3)	 	 	 	 	 	 	1331_17_19	1331_17_19	1088	 	 	 	 	 	 	1408
Enterococcus faecalis B2949 (1157394.3)	 	 	 	 	 	 	1285_17_19	1285_17_19	1042	 	 	 	 	 	 	1363
Enterococcus faecalis B3031 (1157361.3)	 	 	 	 	 	 	1245_17_19	1245_17_19	1002	 	 	 	 	 	 	1321
Enterococcus faecalis B3042 (1157362.3)	 	 	 	 	 	 	1238_17_19	1238_17_19	994	 	 	 	 	 	 	1315
Enterococcus faecalis B3053 (1157363.3)	 	 	 	 	 	 	1260_17_19	1260_17_19	1016	 	 	 	 	 	 	1337
Enterococcus faecalis B3119 (1157395.3)	 	 	 	 	 	 	1326_17_19	1326_17_19	1082	 	 	 	 	 	 	1402
Enterococcus faecalis B3126 (1157364.3)	 	 	 	 	 	 	1277_17_19	1277_17_19	1034	 	 	 	 	 	 	1354
Enterococcus faecalis B3196 (1157396.3)	 	 	 	 	 	 	1333_17_19	1333_17_19	1090	 	 	 	 	 	 	1410
Enterococcus faecalis B3286 (1157397.3)	 	 	 	 	 	 	1300_17_19	1300_17_19	1057	 	 	 	 	 	 	1377
Enterococcus faecalis B3336 (1157398.3)	 	 	 	 	 	 	1257_17_19	1257_17_19	1010	 	 	 	 	 	 	1331
Enterococcus faecalis B4008 (1157399.3)	 	 	 	 	 	 	1335_17_19	1335_17_19	1091	 	 	 	 	 	 	1411
Enterococcus faecalis B4018 (1157400.3)	 	 	 	 	 	 	1294_17_19	1294_17_19	1050	 	 	 	 	 	 	 
Enterococcus faecalis B4148 (1157401.3)	 	 	 	 	 	 	1308_17_19	1308_17_19	1065	 	 	 	 	 	 	1384
Enterococcus faecalis B4163 (1157402.3)	 	 	 	 	 	 	1656_17_19	1656_17_19	1413	 	 	 	 	 	 	1733
Enterococcus faecalis B4259 (1157403.3)	 	 	 	 	 	 	1348_17_19	1348_17_19	1105	 	 	 	 	 	 	1424
Enterococcus faecalis B4267 (1157404.3)	 	 	 	 	 	 	1335_17_19	1335_17_19	1091	 	 	 	 	 	 	1412
Enterococcus faecalis B4270 (1157405.3)	 	 	 	 	 	 	1226_17_19	1226_17_19	982	 	 	 	 	 	 	1302
Enterococcus faecalis B4411 (1157406.3)	 	 	 	 	 	 	1642_17_19	1642_17_19	1399	 	 	 	 	 	 	1719
Enterococcus faecalis B4568 (1157407.3)	 	 	 	 	 	 	1272_17_19	1272_17_19	1027	 	 	 	 	 	 	1348
Enterococcus faecalis B4638 (1157408.3)	 	 	 	 	 	 	1241_17_19	1241_17_19	999	 	 	 	 	 	 	1318
Enterococcus faecalis B4672 (1157409.3)	 	 	 	 	 	 	1251_17_19	1251_17_19	1007	 	 	 	 	 	 	1327
Enterococcus faecalis B4674 (1157410.3)	 	 	 	 	 	 	1000_17_19	1000_17_19	757	 	 	 	 	 	 	1077
Enterococcus faecalis B4969 (1157411.3)	 	 	 	 	 	 	1260_17_19	1260_17_19	1015	 	 	 	 	 	 	1337
Enterococcus faecalis B5035 (1158632.3)	 	 	 	 	 	 	1322_17_19	1322_17_19	1079	 	 	 	 	 	 	1398
Enterococcus faecalis B5076 (1157412.3)	 	 	 	 	 	 	1172_17_19	1172_17_19	930	 	 	 	 	 	 	1248
Enterococcus faecalis B56765 (1151188.3)	 	 	 	 	 	 	1458_17_19	1458_17_19	 	 	 	 	 	 	 	 
Enterococcus faecalis B594 (1157365.3)	 	 	 	 	 	 	1252_17_19	1252_17_19	1008	 	 	 	 	 	 	1328
Enterococcus faecalis B653 (1169309.3)	 	 	 	 	 	 	1031_17_19	1031_17_19	 	 	 	 	 	 	 	1101
Enterococcus faecalis B69486 (1151189.3)	 	 	 	 	 	 	1471_17_19	1471_17_19	1715	 	 	 	 	 	 	1395
Enterococcus faecalis B84847 (1151190.3)	 	 	 	 	 	 	291_17_19	291_17_19	2203	474	 	 	 	 	 	 
Enterococcus faecalis B878 (1157366.3)	 	 	 	 	 	 	1225_17_19	1225_17_19	981	 	 	 	 	 	 	1301
Enterococcus faecalis B939 (1157367.3)	 	 	 	 	 	 	1232_17_19	1232_17_19	990	 	 	 	 	 	 	1308
Enterococcus faecalis C19315WT (1151191.3)	 	 	 	 	 	 	1267_17_19	1267_17_19	975	 	 	 	 	 	 	1334
Enterococcus faecalis CH116 (1158660.3)	 	 	 	 	 	 	1300_17_19	1300_17_19	1049	1469	 	 	 	 	 	1368
Enterococcus faecalis CH136 (1158661.3)	 	 	 	 	 	 	1253_17_19	1253_17_19	1004	1421	 	 	 	 	 	1320
Enterococcus faecalis CH188 (565644.5)	 	 	 	 	 	 	2382_17_19	2382_17_19	808	1112	 	 	 	 	 	2446
Enterococcus faecalis CH19 (1158627.3)	 	 	 	 	 	 	1270_17_19	1270_17_19	1022	1438	 	 	 	 	 	1337
Enterococcus faecalis CH570 (1158656.3)	 	 	 	 	 	 	1302_17_19	1302_17_19	1058	 	 	 	 	 	 	1377
Enterococcus faecalis Com 2 (1158633.3)	 	 	 	 	 	 	1327_17_19	1327_17_19	 	 	 	 	 	 	 	1403
Enterococcus faecalis Com 6 (1158634.3)	 	 	 	 	 	 	1123_17_19	1123_17_19	837	1308	 	 	 	 	 	1206
Enterococcus faecalis Com1 (1158671.3)	 	 	 	 	 	 	1303_17_19	1303_17_19	 	 	 	 	 	 	 	1379
Enterococcus faecalis Com7 (1169306.3)	 	 	 	 	 	 	1216_17_19	1216_17_19	906	 	 	 	 	 	 	1296
Enterococcus faecalis D1 (1169247.3)	 	 	 	 	 	 	1212_17_19	1212_17_19	 	1396	 	 	 	 	 	1296
Enterococcus faecalis D173 (1169310.3)	 	 	 	 	 	 	1165_17_19	1165_17_19	918	1413	 	 	 	 	 	1240
Enterococcus faecalis D3 (1169288.3)	 	 	 	 	 	 	1376_17_19	1376_17_19	1126	 	 	 	 	 	 	 
Enterococcus faecalis D32 (1206105.3)	 	 	 	 	 	 	1108_17_19	1108_17_19	 	1298	 	 	 	 	 	1198
Enterococcus faecalis D6 (565650.5)	 	 	 	 	 	 	935_17_19	935_17_19	692	2134	 	 	 	 	 	2234
Enterococcus faecalis DAPTO 512 (749489.3)	 	 	 	 	 	 	1530_17_19	1530_17_19	1085	 	 	 	 	 	 	 
Enterococcus faecalis DAPTO 516 (749490.3)	 	 	 	 	 	 	920_17_19	920_17_19	2422	 	 	 	 	 	 	 
Enterococcus faecalis DS16 (1158677.3)	 	 	 	 	 	 	1108_17_19	1108_17_19	 	1295	 	 	 	 	 	1195
Enterococcus faecalis DS5 (565643.5)	 	 	 	 	 	 	2648_17_19	2648_17_19	 	2096	 	 	 	 	 	2727
Enterococcus faecalis E1 (1158673.3)	 	 	 	 	 	 	1237_17_19	1237_17_19	 	1425	 	 	 	 	 	1324
Enterococcus faecalis E1Sol (565647.5)	 	 	 	 	 	 	2027_17_19	2027_17_19	643	 	 	 	 	 	 	1943
Enterococcus faecalis E99 (1169284.3)	 	 	 	 	 	 	1330_17_19	1330_17_19	1082	 	 	 	 	 	 	1399
Enterococcus faecalis ERV103 (1134785.3)	 	 	 	 	 	 	2451_17_19	2451_17_19	 	 	 	 	 	 	 	844
Enterococcus faecalis ERV116 (1134786.3)	 	 	 	 	 	 	2700_17_19	2700_17_19	 	 	 	 	 	 	 	2000
Enterococcus faecalis ERV129 (1134787.3)	 	 	 	 	 	 	876_17_19	876_17_19	 	 	 	 	 	 	 	1057
Enterococcus faecalis ERV25 (1134788.3)	 	 	 	 	 	 	1495_17_19	1495_17_19	 	 	 	 	 	 	 	843
Enterococcus faecalis ERV31 (1134789.3)	 	 	 	 	 	 	2736_17_19	2736_17_19	 	 	 	 	 	 	 	1003
Enterococcus faecalis ERV37 (1134790.3)	 	 	 	 	 	 	760_17_19	760_17_19	 	 	 	 	 	 	 	2610
Enterococcus faecalis ERV41 (1134791.3)	 	 	 	 	 	 	1641_17_19	1641_17_19	 	 	 	 	 	 	 	1360
Enterococcus faecalis ERV62 (1134792.3)	 	 	 	 	 	 	1659_17_19	1659_17_19	 	 	 	 	 	 	 	496
Enterococcus faecalis ERV63 (1134793.3)	 	 	 	 	 	 	1095_17_19	1095_17_19	 	 	 	 	 	 	 	1019
Enterococcus faecalis ERV65 (1134794.3)	 	 	 	 	 	 	2388_17_19	2388_17_19	 	 	 	 	 	 	 	293
Enterococcus faecalis ERV68 (1134795.3)	 	 	 	 	 	 	2560_17_19	2560_17_19	 	 	 	 	 	 	 	1462
Enterococcus faecalis ERV72 (1134796.3)	 	 	 	 	 	 	2058_17_19	2058_17_19	 	 	 	 	 	 	 	1552
Enterococcus faecalis ERV81 (1134798.3)	 	 	 	 	 	 	2237_17_19	2237_17_19	 	 	 	 	 	 	 	2944
Enterococcus faecalis ERV85 (1134799.3)	 	 	 	 	 	 	980_17_19	980_17_19	 	 	 	 	 	 	 	2076
Enterococcus faecalis ERV93 (1134800.3)	 	 	 	 	 	 	1081_17_19	1081_17_19	 	 	 	 	 	 	 	651
Enterococcus faecalis EnGen0253 (1158540.3)	 	 	 	 	 	 	1193_17_19	1193_17_19	 	1379	 	 	 	 	 	1278
Enterococcus faecalis F1 (1169297.3)	 	 	 	 	 	 	1326_17_19	1326_17_19	1075	 	 	 	 	 	 	1406
Enterococcus faecalis FA2-2 (1158622.3)	 	 	 	 	 	 	1517_17_19	1517_17_19	1274	1765	 	 	 	 	 	1593
Enterococcus faecalis Fly 2 (1169303.3)	 	 	 	 	 	 	1121_17_19	1121_17_19	858	 	 	 	 	 	 	 
Enterococcus faecalis Fly1 (565649.5)	 	 	 	 	 	 	2117_17_19	2117_17_19	728	1884	 	 	 	 	 	 
Enterococcus faecalis HEF39 (1157368.3)	 	 	 	 	 	 	1246_17_19	1246_17_19	1000	1421	 	 	 	 	 	1321
Enterococcus faecalis HH22 (491075.3)	 	 	 	 	 	 	113_17_19	113_17_19	1037	 	 	 	 	 	 	213
Enterococcus faecalis HIP11704 (565646.5)	 	 	 	 	 	 	2422_17_19	2422_17_19	69	 	 	 	 	 	 	2356
Enterococcus faecalis JH1 (565648.4)	 	 	 	 	 	 	2354_17_19	2354_17_19	 	1314	 	 	 	 	 	2434
Enterococcus faecalis M7 (1111677.3)	 	 	 	 	 	 	262_17_19	262_17_19	1272	 	 	 	 	 	 	1307
Enterococcus faecalis MMH594 (1158653.5)	 	 	 	 	 	 	1249_17_19	1249_17_19	1006	 	 	 	 	 	 	1326
Enterococcus faecalis Merz151 (1169304.3)	 	 	 	 	 	 	1279_17_19	1279_17_19	 	 	 	 	 	 	 	1357
Enterococcus faecalis Merz192 (1169248.3)	 	 	 	 	 	 	1262_17_19	1262_17_19	 	1448	 	 	 	 	 	1348
Enterococcus faecalis Merz204 (1169249.3)	 	 	 	 	 	 	1273_17_19	1273_17_19	 	1457	 	 	 	 	 	1357
Enterococcus faecalis Merz89 (1169250.3)	 	 	 	 	 	 	1256_17_19	1256_17_19	 	1441	 	 	 	 	 	1341
Enterococcus faecalis Merz96 (565645.4)	 	 	 	 	 	 	2163_17_19	2163_17_19	501	 	 	 	 	 	 	 
Enterococcus faecalis Ned10 (1158657.3)	 	 	 	 	 	 	1262_17_19	1262_17_19	981	1428	 	 	 	 	 	1327
Enterococcus faecalis OG1RF (474186.5)	 	 	 	 	 	 	1032_17_19	1032_17_19	752	 	 	 	 	 	 	1123
Enterococcus faecalis OG1X (1027372.3)	 	 	 	 	 	 	136_17_19	136_17_19	555	 	 	 	 	 	 	1644
Enterococcus faecalis PC1.1 (702448.3)	 	 	 	 	 	 	723_17_19	723_17_19	 	2473	 	 	 	 	 	 
Enterococcus faecalis Pan7 (1158666.3)	 	 	 	 	 	 	1290_17_19	1290_17_19	1048	1475	 	 	 	 	 	1372
Enterococcus faecalis R508 (1134801.3)	 	 	 	 	 	 	1735_17_19	1735_17_19	 	 	 	 	 	 	 	 
Enterococcus faecalis R712 (699186.3)	 	 	 	 	 	 	891_17_19	891_17_19	407	 	 	 	 	 	 	 
Enterococcus faecalis RC73 (1158678.3)	 	 	 	 	 	 	1308_17_19	1308_17_19	 	1496	 	 	 	 	 	1396
Enterococcus faecalis RM3817 (1158674.3)	 	 	 	 	 	 	936_17_19	936_17_19	 	1118	 	 	 	 	 	1017
Enterococcus faecalis RM4679 (1158625.3)	 	 	 	 	 	 	1400_17_19	1400_17_19	1123	1634	 	 	 	 	 	1466
Enterococcus faecalis RMC1 (1169299.3)	 	 	 	 	 	 	1329_17_19	1329_17_19	1063	1577	 	 	 	 	 	1404
Enterococcus faecalis RMC5 (1169289.3)	 	 	 	 	 	 	1090_17_19	1090_17_19	835	 	 	 	 	 	 	 
Enterococcus faecalis RMC65 (1169308.3)	 	 	 	 	 	 	1195_17_19	1195_17_19	953	 	 	 	 	 	 	1281
Enterococcus faecalis S613 (699185.3)	 	 	 	 	 	 	1062_17_19	1062_17_19	1155	 	 	 	 	 	 	 
Enterococcus faecalis SF100 (1158654.3)	 	 	 	 	 	 	1303_17_19	1303_17_19	1059	 	 	 	 	 	 	1379
Enterococcus faecalis SF105 (1158658.3)	 	 	 	 	 	 	1752_17_19	1752_17_19	1474	1923	 	 	 	 	 	1820
Enterococcus faecalis SF1592 (1158630.3)	 	 	 	 	 	 	1223_17_19	1223_17_19	980	 	 	 	 	 	 	1299
Enterococcus faecalis SF19 (1158629.3)	 	 	 	 	 	 	1277_17_19	1277_17_19	1033	 	 	 	 	 	 	1353
Enterococcus faecalis SF21520 (1169313.3)	 	 	 	 	 	 	1249_17_19	1249_17_19	1003	 	 	 	 	 	 	1327
Enterococcus faecalis SF21521 (1158668.3)	 	 	 	 	 	 	1041_17_19	1041_17_19	793	 	 	 	 	 	 	 
