Organism	Tor	Dms	Ynf
Edwardsiella tarda 080813 (667120.5)	100_11, 101_7, 102_2, 1441_3, 1442_9	3408_14, 3410_19, 3411_20, 3412_21	 
Edwardsiella tarda ATCC 23685 (500638.3)	1419_3, 1420_9, 190_11, 191_7, 192_2	1254_21, 1255_20, 1256_19, 1257_17, 1258_17, 1259_14	 
Edwardsiella tarda EIB202 (498217.4)	2097_3, 2098_9, 274_11, 275_7, 276_2	2020_21, 2021_20	 
Edwardsiella tarda FL6-60 (718251.5)	2141_3, 2142_9, 266_11, 267_7, 268_2	2056_21, 2057_20, 2061_14	 
Enterobacter aerogenes EA1509E (935296.3)	5015_3, 5016_9	1536_14, 1537_17, 1538_19, 1539_20, 2248_18, 2249_17, 2250_13	 
Enterobacter aerogenes FGI35 (685445.4)	1349_3, 1350_9	2763_14, 2764_17, 2765_19, 3422_19, 3423_17, 3424_14	2766_30
Enterobacter aerogenes KCTC 2190 (1028307.3)	230_9, 231_3	3016_14, 3017_17, 3018_19, 3672_19, 3673_17, 3674_14	3671_30
Enterobacter cancerogenus ATCC 35316 (500639.8)	 	1193_19, 1194_17, 1195_14, 2159_20, 2160_14, 2161_17, 2162_19, 262_22, 263_18, 264_16, 265_13, 752_14, 753_17, 754_19	1192_30
Enterobacter asburiae LF7a (640513.3)	 	 	1574_25, 1575_28, 1576_29, 2159_30, 2160_29, 2161_28, 2162_25
Enterobacter cloacae EcWSU1 (1045856.3)	 	1433_14, 1434_17, 1435_19, 1941_20, 1942_19, 1943_17	 
Enterobacter cloacae SCF1 (701347.4)	 	2372_14, 2373_20, 2942_19, 2943_17, 2944_14, 2945_19, 2946_17, 2947_14	 
Enterobacter cloacae subsp. cloacae 08XA1 (1203195.3)	 	2040_18, 2041_16, 2042_13, 4304_18, 4305_16, 4306_13	3830_25, 3831_25, 3832_28, 3833_29, 3834_30
Enterobacter cloacae subsp. cloacae ATCC 13047 (716541.4)	 	2381_14, 2382_17, 2383_19, 2931_19, 2932_17, 2933_14, 4018_22, 4019_18, 4020_16, 4021_13	2384_30
Enterobacter cloacae subsp. cloacae ENHKU01 (1211025.3)	 	1253_13, 1254_16, 1255_18, 1527_13, 1528_16, 1529_18, 3282_18, 3283_16, 3284_13	2041_30, 2042_25
Enterobacter cloacae subsp. cloacae GS1 (1177927.3)	 	1311_18, 1312_16, 1313_13, 2838_18, 2839_16, 2840_13	819_25, 820_28, 821_29, 822_30
Enterobacter cloacae subsp. dissolvens SDM (1104326.3)	 	3513_18, 3514_16, 3515_13, 810_14, 811_17, 812_19, 813_20	 
Enterobacter cloacae subsp. dissolvens SP1 (1235834.3)	 	 	1014_30, 1015_29, 1016_28, 1017_25
Enterobacter hormaechei YT2 (1259823.3)	 	3192_18, 3193_16, 3194_14, 612_13, 613_16, 614_18	4123_25, 4124_28, 4125_29, 4126_30
Enterobacter hormaechei YT3 (1260282.3)	 	1349_13, 1350_16, 1351_18, 2992_18, 2993_16, 2994_14	2465_25, 2466_28, 2467_29, 2468_30
Enterobacter hormaechei ATCC 49162 (888063.3)	 	3226_18, 3227_16, 3228_13, 341_19, 892_14	342_30
Escherichia albertii TW07627 (502347.3)	1911_2, 1912_7, 1913_11, 3138_9, 3139_3	2420_14, 2421_14, 2422_14, 2423_17, 2424_19, 2425_20, 3370_19, 3371_17, 3372_14	 
Escherichia albertii TW11588 (754333.3)	135_11, 136_7, 137_3, 942_9, 943_3	1071_19, 1072_17, 1073_14, 2431_20	 
Escherichia coli 1125A (562.373)	5648_9, 5649_3, 753_11, 754_7, 755_7, 756_2	1121_19, 1122_17, 1123_14, 1124_14, 3709_22, 3710_19, 3711_17, 3712_14	5332_25, 5333_26, 5335_28, 5337_29, 5338_30
Escherichia coli 1212A (562.372)	4548_11, 4549_7, 4550_7, 4551_2, 4979_9, 4980_3	1932_22, 1933_19, 1934_17, 1935_13, 987_19, 988_17, 989_14, 990_14	4662_26, 4663_26, 4664_26, 4665_28, 4667_29, 4668_30
Escherichia coli 536A (562.374)	1458_2, 1459_7, 1460_7, 1461_11, 4130_3, 4131_9	2521_19, 2522_17, 2523_14, 3135_22, 3136_19, 3137_17, 3138_13	4443_30, 4444_29, 4445_28, 4446_26, 4447_26
Escherichia coli IMT2125 (562.1188)	1090_2, 1091_7, 1092_11, 1954_9, 1955_3	942_14, 943_17, 944_19	1635_25, 1636_26, 1637_28, 1638_29, 1639_30
Escherichia coli EC4100B (945434.3)	2513_3, 2514_7, 2515_11, 4030_9, 4031_9, 4032_3	347_14, 348_17, 349_19	4790_25, 4791_26, 4792_28, 4793_29, 4794_30
Escherichia coli 0.1288 (1005442.3)	2024_9, 2025_3, 954_3, 955_7, 956_11	848_13, 849_17, 850_18	1606_25, 1607_26, 1608_28, 1609_29, 1610_30
Escherichia coli 0.1304 (1005441.3)	1301_2, 1302_7, 1303_11, 2580_9, 2581_3	1142_14, 1143_17, 1144_19, 3392_22, 3393_19, 3394_17, 3395_14	2272_26, 2273_26, 2274_28, 2275_29, 2276_30
Escherichia coli 042 (216592.3)	1108_2, 1109_7, 1110_11, 2121_9, 2122_3	1017_13, 1018_17, 1019_18	1805_26, 1806_26, 1807_28, 1808_29, 1809_30
Escherichia coli 07798 (1005566.3)	1279_2, 1280_7, 1281_11, 2381_9, 2382_3	1153_13, 1154_17, 1155_18	2071_25, 2072_26, 2073_28, 2074_29, 2075_30
Escherichia coli 09BKT078844 (1081887.3)	1331_2, 1332_7, 1333_11, 2461_9, 2462_3	1179_14, 1180_17, 1181_19, 3266_22, 3267_19, 3268_17, 3269_14	2153_26, 2154_26, 2155_28, 2156_29, 2157_30
Escherichia coli 1.2264 (869675.4)	4045_9, 4046_3, 4314_11, 4315_7, 4316_3	311_19, 312_17, 313_14	2830_25, 2831_26, 2832_28, 2907_28, 2908_29, 2909_30
Escherichia coli 1.2741 (869669.4)	2567_3, 2568_9, 409_3, 410_7, 411_11	5078_14, 5079_17, 5080_19	2885_30, 2886_29, 2887_26, 2888_25, 2889_25
Escherichia coli 10.0821 (1005469.3)	1393_2, 1394_7, 1395_11, 2541_9, 2542_3	1248_14, 1249_17, 1250_19, 3255_22, 3256_19, 3257_17, 3258_14	2229_26, 2230_26, 2231_28, 2232_29, 2233_30
Escherichia coli 10.0833 (1005466.3)	1393_2, 1394_7, 1395_11, 2473_9, 2474_3	1244_14, 1245_17, 1246_19, 3406_22, 3407_19, 3408_17, 3409_14	2167_26, 2168_26, 2169_28, 2170_29, 2171_30
Escherichia coli 10.0869 (1005467.3)	1093_2, 1094_7, 1095_11, 2336_9, 2337_3	3171_19, 3172_16, 3173_14, 931_14, 932_17, 933_19	2028_25, 2029_26, 2030_28, 2031_29, 2032_30
Escherichia coli 1180 (670904.3)	5480_11, 5481_7, 5482_3, 630_9, 631_3	5636_19, 5637_17, 5638_14	177_26, 178_26, 179_28, 180_29, 181_30
Escherichia coli 1357 (670905.3)	1230_11, 1231_7, 1232_3, 280_3, 281_9	1333_19, 1334_17, 1335_14	580_30, 581_29, 582_28, 583_26, 584_26
Escherichia coli 174750 (1125634.3)	1512_2, 1513_7, 1514_11, 2376_9, 2377_3	1406_14, 1407_17, 1408_19	2075_27, 2076_26, 2077_28, 2078_29, 2079_30
Escherichia coli 174900 (1116003.3)	1272_3, 1273_7, 1274_11, 2267_9, 2268_3	1166_14, 1167_17, 1168_19	1943_25, 1944_26, 1945_28, 1946_29, 1947_30
Escherichia coli 178900 (1116108.3)	1399_3, 1400_7, 1401_11, 2328_9, 2329_3	1295_14, 1296_16, 1297_19	2032_25, 2033_26, 2034_28, 2035_29, 2036_30
Escherichia coli 179100 (1125652.3)	1201_3, 1202_7, 1203_11, 2121_9, 2122_3	1094_14, 1095_17, 1096_19	1804_25, 1805_26, 1806_26, 1807_28, 1808_29, 1809_30
Escherichia coli 179550 (1116109.3)	1446_2, 1447_7, 1448_11, 2335_9, 2336_3	1274_14, 1275_17, 1276_19	2036_25, 2037_26, 2038_28, 2039_29, 2040_30
Escherichia coli 180050 (1116103.3)	1179_3, 1180_7, 1181_11, 2187_9, 2188_3	1080_13, 1081_17, 1082_19	1849_25, 1850_25, 1851_26, 1852_28, 1853_29, 1854_30
Escherichia coli 180200 (1116104.3)	1357_2, 1358_7, 1359_11, 2267_9, 2268_3	1209_14, 1210_17, 1211_19	1958_25, 1959_26, 1960_28, 1961_29, 1962_30
Escherichia coli 180600 (1116105.3)	1355_2, 1356_7, 1357_11, 2287_9, 2288_3	1250_14, 1251_16, 1252_18	1991_25, 1992_26, 1993_28, 1994_29, 1995_30
Escherichia coli 1827-70 (670888.3)	1617_3, 1618_9, 1619_11, 391_9, 392_3	1509_14, 1510_17, 1511_19	74_25, 75_26, 76_28, 77_29, 78_30
Escherichia coli 199900.1 (1116130.3)	1481_2, 1482_7, 1483_11, 2370_9, 2371_3	1375_13, 1376_17, 1377_19	2074_25, 2075_26, 2076_28, 2077_29, 2078_30
Escherichia coli 2.3916 (869688.5)	285_11, 286_9, 287_3, 3835_9, 3836_3	2476_19, 2477_17, 2478_14	2000_25, 2001_26, 2002_28, 2003_29, 2004_30
Escherichia coli 2.4168 (869690.4)	4145_3, 4146_9, 4147_11, 840_9, 841_3	4038_14, 4039_17, 4040_19	541_26, 542_26, 543_28, 544_29, 545_30
Escherichia coli 201600.1 (1116129.3)	1615_3, 1616_7, 1617_11, 2628_9, 2629_3	1470_14, 1471_17, 1472_19	2279_25, 2280_26, 2281_28, 2282_29, 2283_30
Escherichia coli 2362-75 (670897.3)	2758_9, 2759_3, 3033_11, 3034_7, 3035_2	4688_18, 4689_17, 4690_13	2333_30, 2334_29, 2335_28, 2336_26, 2337_26
Escherichia coli 2534-86 (754079.3)	1510_3, 1511_7, 1512_11, 2744_9, 2745_3	1349_14, 1350_17, 1351_19	2379_26, 2380_26, 2381_28, 2382_29, 2383_30
Escherichia coli 2719100 (1116119.3)	1422_3, 1423_7, 1424_11, 2441_9, 2442_3	1316_14, 1317_17, 1318_19	2143_25, 2144_26, 2145_28, 2146_29, 2147_30
Escherichia coli 2720900 (1116120.3)	1340_3, 1341_7, 1342_11, 2325_9, 2326_3	1234_13, 1235_17, 1236_19	2019_25, 2020_26, 2026_26, 2027_28, 2028_29, 2029_30
Escherichia coli 2722950 (1116121.3)	1316_3, 1317_7, 1318_11, 2255_9, 2256_3	1212_14, 1213_17, 1214_19	1895_27, 1896_27, 1897_28, 1898_29, 1899_30
Escherichia coli 2726800 (1116122.3)	1290_3, 1291_7, 1292_7, 1293_7, 1294_11, 2481_9, 2482_3	1184_13, 1185_17, 1186_19	 
Escherichia coli 2726950 (1116123.3)	1313_3, 1314_9, 1315_11, 2318_9, 2319_3	1206_14, 1207_17, 1208_19	1916_25, 1917_26, 1918_28, 1919_29, 1920_30
Escherichia coli 2729250 (1116004.3)	1071_2, 1072_7, 1073_11, 2044_9, 2045_3	964_14, 965_17, 966_19	1821_25, 1822_26, 1823_28, 1824_29, 1825_30
Escherichia coli 2730350 (1116005.3)	1009_2, 1010_7, 1011_11, 1879_9, 1880_3	884_13, 885_17, 886_19	1563_27, 1564_27, 1565_26, 1566_28, 1567_29, 1568_30
Escherichia coli 2730450 (1116006.3)	1333_2, 1334_7, 1335_11, 2289_9, 2290_3	1225_13, 1226_17, 1227_19	1982_25, 1983_26, 1984_28, 1985_29, 1986_30
Escherichia coli 2731150 (1116007.3)	1508_2, 1509_7, 1510_11, 91_9, 92_3	1401_13, 1402_17, 1403_19	2188_25, 2189_26, 2190_28, 2191_29, 2192_30
Escherichia coli 2733950 (1125635.3)	1415_2, 1416_8, 1418_7, 1419_11, 2294_9, 2295_3	1318_13, 1319_17, 1320_19	1997_25, 1998_26, 1999_28, 2000_29, 2001_30
Escherichia coli 2735000 (1116008.3)	1090_2, 1091_7, 1092_11, 2024_9, 2025_3	976_14, 977_17, 978_19	1725_25, 1726_26, 1727_28, 1728_29, 1729_30
Escherichia coli 2741950 (1116009.3)	1355_2, 1356_7, 1357_11, 2354_9, 2355_3	1241_14, 1242_17, 1243_19	2040_25, 2041_25, 2042_26, 2043_28, 2044_29, 2045_30
Escherichia coli 2747800 (1116010.3)	1160_2, 1161_7, 1162_11, 2118_9, 2119_3	1054_14, 1055_17, 1056_18	1815_25, 1816_26, 1817_28, 1818_29, 1819_30
Escherichia coli 2749250 (1116011.3)	1075_2, 1076_7, 1077_11, 2077_9, 2078_3	969_14, 970_17, 971_19	1772_25, 1773_26, 1774_28, 1775_29, 1776_30
Escherichia coli 2756500 (1116012.3)	1287_2, 1288_7, 1289_11, 2125_9, 2126_3	1212_14, 1213_16, 1214_19	1905_25, 1906_26, 1907_28, 1908_29, 1909_30
Escherichia coli 2762100 (1116013.3)	1054_3, 1055_7, 1056_11, 2001_9, 2002_3	955_13, 956_17, 957_19	1681_25, 1682_26, 1683_28, 1684_29, 1685_30
Escherichia coli 2770900 (1116014.3)	1024_2, 1025_7, 1026_11, 2036_9, 2037_3	918_14, 919_17, 920_19	1730_25, 1731_26, 1732_28, 1733_29, 1734_30
Escherichia coli 2780750 (1116015.3)	1116_2, 1117_7, 1118_11, 1309_9, 1310_3	1009_14, 1010_17, 1011_19	1704_25, 1705_26, 1706_28, 1707_29, 1708_30
Escherichia coli 2785200 (1116016.3)	1503_3, 1504_7, 1505_11, 2432_9, 2433_9, 2434_3	1343_13, 1344_17, 1345_19	2097_26, 2098_26, 2099_28, 2100_29, 2101_30
Escherichia coli 2788150 (1116017.3)	1076_3, 1077_7, 1078_11, 2020_9, 2021_3	970_13, 971_17, 972_18	1728_25, 1729_26, 1730_28, 1731_29, 1732_30
Escherichia coli 2845350 (1116124.3)	1262_2, 1263_8, 1265_7, 1266_11, 2223_9, 2224_3	1162_14, 1163_17, 1164_18	1920_25, 1921_26, 1922_28, 1923_29, 1924_30
Escherichia coli 2845650 (1116125.3)	1269_2, 1270_7, 1271_11, 2389_9, 2390_3	1162_13, 1163_17, 1164_19	2090_25, 2091_26, 2092_28, 2093_29, 2094_30
Escherichia coli 2846750 (1116126.3)	4741_3, 4742_9, 991_3, 992_7, 993_11	868_13, 869_17, 870_19	1592_25, 1593_26, 1594_28, 1595_29, 1596_30
Escherichia coli 2848050 (1116127.3)	1069_3, 1070_7, 1071_7, 1072_11, 2042_9, 2043_3	966_14, 967_17, 968_19	1738_25, 1739_26, 1740_28, 1741_29, 1742_30
Escherichia coli 2850400 (1116018.3)	1109_2, 1110_7, 1111_11, 2148_9, 2149_3	986_14, 987_17, 988_19	1847_25, 1848_26, 1849_28, 1850_29, 1851_30
Escherichia coli 2850750 (1116019.3)	1299_2, 1300_7, 1301_11, 2361_9, 2362_3	1186_14, 1187_17, 1188_19	2059_25, 2060_26, 2061_28, 2062_29, 2063_30
Escherichia coli 2851500 (1116128.3)	1232_2, 1233_7, 1234_11, 2060_9, 2061_3	1126_14, 1127_17, 1128_19	1839_25, 1840_26, 1841_28, 1842_29, 1843_30
Escherichia coli 2853500 (1116020.3)	1363_2, 1364_7, 1365_11, 2216_9, 2217_3	1256_14, 1257_17, 1258_19	1709_25, 1710_26, 1711_28, 1712_29, 1713_30
Escherichia coli 2854350 (1125636.3)	1391_2, 1392_7, 1393_7, 1394_11, 2351_9, 2352_3	1286_13, 1287_17, 1288_19	 
Escherichia coli 2860050 (1116021.3)	1037_2, 1038_7, 1039_11, 2136_9, 2137_3	932_14, 933_17, 934_19	1832_25, 1833_26, 1834_28, 1835_29, 1836_30
Escherichia coli 2860650 (1116022.3)	1451_2, 1452_7, 1453_11, 2407_9, 2408_3	1301_13, 1302_17, 1303_19	2185_25, 2186_26, 2187_28, 2188_29, 2189_30
Escherichia coli 2861200 (1116023.3)	1335_3, 1336_7, 1337_11, 2292_9, 2293_3	1144_13, 1145_17, 1146_18	1921_25, 1922_26, 1923_28, 1924_29, 1925_30
Escherichia coli 2862600 (1116024.3)	1292_2, 1293_8, 1298_7, 1299_11, 2178_9, 2179_3	1196_13, 1197_17, 1198_19	1867_25, 1868_26, 1869_28, 1870_29, 1871_30
Escherichia coli 2864350 (1116025.3)	1489_3, 1490_7, 1491_11, 2356_9, 2357_3	1354_14, 1355_17, 1356_19	2063_25, 2064_26, 2065_28, 2066_29, 2067_30
Escherichia coli 2865200 (1116026.3)	1194_3, 1195_7, 1196_11, 2087_9, 2088_3	1089_14, 1090_17, 1091_19	1789_25, 1790_26, 1791_28, 1792_29, 1793_30
Escherichia coli 2866350 (1116027.3)	1323_2, 1324_7, 1325_11, 2305_9, 2306_3	1217_14, 1218_17, 1219_19	2000_25, 2001_26, 2002_28, 2003_29, 2004_30
Escherichia coli 2866450 (1116028.3)	1245_2, 1246_7, 1247_11, 2192_9, 2193_3	1111_14, 1112_16, 1113_19	1892_25, 1893_26, 1894_28, 1895_29, 1896_30
Escherichia coli 2866550 (1116029.3)	1275_2, 1276_7, 1277_11, 2192_9, 2193_3	1133_13, 1134_17, 1135_19	1891_25, 1892_26, 1893_28, 1894_29, 1895_30
Escherichia coli 2866750 (1116030.3)	1013_2, 1014_7, 1015_11, 1841_9, 1842_3	905_14, 906_17, 907_19	1621_25, 1622_26, 1623_28, 1624_29, 1625_30
Escherichia coli 2867750 (1116031.3)	1055_2, 1056_7, 1057_11, 2144_9, 2145_3	943_14, 944_17, 945_19	1842_25, 1843_26, 1844_28, 1845_29, 1846_30
Escherichia coli 2871950 (1116032.3)	1026_3, 1027_7, 1028_11, 2011_9, 2012_3	3291_13, 3292_17, 3293_19	1680_25, 1681_26, 1682_28, 1683_29, 1684_30
Escherichia coli 2872000 (1116033.3)	1177_2, 1178_7, 1179_11, 2155_9, 2156_3	1001_14, 1002_17, 1003_19	1835_25, 1836_26, 1837_28, 1838_29, 1839_30
Escherichia coli 2872800 (1116034.3)	1267_2, 1268_7, 1269_11, 2064_9, 2065_3	1162_14, 1163_17, 1164_19	1775_25, 1776_26, 1777_28, 1778_29, 1779_30
Escherichia coli 2875000 (1116035.3)	1250_2, 1251_7, 1252_11, 2151_9, 2152_3	1143_14, 1144_17, 1145_19	1884_25, 1885_26, 1886_28, 1887_29, 1888_30
Escherichia coli 2875150 (1116036.3)	1492_2, 1493_7, 1494_11, 2572_9, 2573_3	1393_14, 1394_17, 1395_18	2246_25, 2247_26, 2248_28, 2249_29, 2250_30
Escherichia coli 3.2303 (869691.4)	1668_3, 1669_9, 3680_11, 3681_9, 3682_3	2680_19, 2681_17, 2682_14	1970_30, 1971_29, 1972_28, 1973_26, 1974_26
Escherichia coli 3.2608 (869679.4)	1336_9, 1337_3, 442_11, 443_7, 444_3	21_14, 22_17, 23_19	1020_26, 1021_26, 1022_28, 1023_29, 1024_30
Escherichia coli 3.3884 (869689.4)	1510_11, 1511_7, 1512_3, 747_9, 748_3	1679_19, 1680_17, 1681_14	377_25, 378_26, 379_28, 456_28, 457_29, 458_30
Escherichia coli 3.4870 (1005450.3)	1319_2, 1320_7, 1321_11, 2585_9, 2586_3	1159_14, 1160_17, 1161_19, 3385_22, 3386_19, 3387_17, 3388_14	2277_26, 2278_26, 2279_28, 2280_29, 2281_30
Escherichia coli 3003 (869692.4)	3130_3, 3131_9, 3950_11, 3951_7, 3952_2	2828_18, 2829_16, 2830_13	3415_30, 3416_29, 3417_28, 3418_26, 3419_25
Escherichia coli 3006 (1005565.3)	1006_3, 1007_7, 1008_11, 2152_9, 2153_9, 2154_3	901_14, 902_16, 903_19	1835_28, 1836_29, 1837_30
Escherichia coli 3431 (670892.3)	1950_3, 1951_9, 2134_11, 2135_7, 2136_3	595_14, 596_17, 597_19	731_25, 732_26, 733_28, 734_29, 735_30
Escherichia coli 4.0522 (869681.4)	2285_11, 2286_7, 2287_3, 387_9, 388_3	2438_19, 2439_17, 2440_14	3440_30, 3441_29, 3442_28, 3443_26, 3444_26
Escherichia coli 4.0967 (869687.5)	5530_3, 5531_7, 5532_11, 80_9, 81_3	2362_19, 2363_17, 2364_14	3213_25, 3214_26, 3215_28, 3216_29, 3217_30
Escherichia coli 4_1_47FAA (1127356.4)	1781_11, 1782_7, 1783_2, 4857_3, 4858_9	1878_19, 1879_17, 1880_14	2450_25, 2451_25, 2452_26, 2453_26, 2454_28, 2455_29, 2456_30
Escherichia coli 5.0588 (869671.4)	1244_9, 1245_9, 1246_3, 337_11, 338_7, 339_3	446_19, 447_17, 448_14	909_26, 910_26, 911_28, 912_29, 913_30
Escherichia coli 5.0959 (869684.5)	246_11, 247_7, 248_2, 4432_3, 4433_9	2918_13, 2919_16, 2920_19	4733_30, 4734_29, 4735_28, 4736_26, 4737_25
Escherichia coli 5.2239 (1005452.3)	1479_2, 1480_7, 1481_11, 2698_9, 2699_3	1313_14, 1314_17, 1315_19, 3406_22, 3407_19, 3408_17, 3409_13	2389_26, 2390_26, 2391_28, 2392_29, 2393_30
Escherichia coli 536 (362663.9)	1006_2, 1007_7, 1008_11, 1849_9, 1850_9, 1851_3	918_14, 919_17, 920_19	1554_30
Escherichia coli 53638 (344610.7)	4738_3, 4739_9, 4740_9, 655_11, 656_9, 657_3	768_19, 769_17, 770_14	5235_25, 5236_28, 5237_29, 5238_30
Escherichia coli 541-1 (752786.3)	1975_11, 1976_7, 1977_3, 3906_9, 3907_3	2119_19, 2120_17, 2121_14	3611_25, 3612_26, 3613_28, 3614_29, 3615_30
Escherichia coli 541-15 (752785.3)	2347_8, 2348_1, 4067_11, 4068_7, 4069_3	4173_19, 4174_17, 4175_13	3729_30, 3730_29, 3731_28, 3732_26, 3733_25, 3734_25
Escherichia coli 5412 (1005561.3)	1264_2, 1265_7, 1266_11, 2442_9, 2443_3	1068_14, 1069_17, 1070_19, 3241_19, 3242_17, 3243_14	2099_25, 2100_26, 2101_28, 2102_29, 2103_30
Escherichia coli 55989 (585055.8)	1129_3, 1130_7, 1131_11, 2084_9, 2085_3	956_14, 957_17, 958_19	1786_25, 1787_26, 1788_28, 1789_29, 1790_30
Escherichia coli 5905 (1005558.3)	1551_2, 1552_7, 1553_11, 2844_9, 2845_3	1397_14, 1398_17, 1399_19, 3674_22, 3675_19, 3676_17, 3677_14	2520_25, 2521_26, 2522_28, 2523_29, 2524_30
Escherichia coli 6.0172 (1005455.3)	1310_2, 1311_7, 1312_11, 2610_9, 2611_3	1148_14, 1149_17, 1150_19, 3460_22, 3461_19, 3462_17, 3463_14	2302_26, 2303_26, 2304_28, 2305_29, 2306_30
Escherichia coli 75 (752788.3)	3156_11, 3157_9, 3158_3, 4245_9, 4246_3	3263_19, 3264_17, 3265_14	3947_26, 3948_26, 3949_28, 3950_29, 3951_30
Escherichia coli 8.0416 (1005463.3)	1031_2, 1032_7, 1033_11, 2303_9, 2304_3	2753_19, 2754_17, 2755_14, 3221_22, 3222_19, 3223_17, 3224_14	1991_26, 1992_26, 1993_28, 1994_29, 1995_30
Escherichia coli 8.0566 (1005462.3)	1025_3, 1026_9, 1027_11, 1897_9, 1898_3	32_20, 33_19, 34_17, 35_14, 922_14, 923_17, 924_19	1600_26, 1601_26, 1602_28, 1603_29, 1604_30
Escherichia coli 8.0569 (1005464.3)	1841_9, 1842_3, 945_3, 946_9, 947_11	4644_20, 4645_19, 4646_17, 4647_14, 842_14, 843_17, 844_19	1544_26, 1545_26, 1546_28, 1547_29, 1548_30
Escherichia coli 8.0586 (1005461.3)	1358_2, 1359_7, 1360_11, 2585_9, 2586_3	3013_19, 3014_17, 3015_14, 3528_22, 3529_19, 3530_17, 3531_13	2277_26, 2278_26, 2279_28, 2280_29, 2281_30
Escherichia coli 8.2524 (1005460.3)	1189_2, 1190_7, 1191_11, 2361_9, 2362_3	1031_14, 1032_17, 1033_19, 3228_22, 3229_19, 3230_17, 3231_13	2042_26, 2043_26, 2044_28, 2045_29, 2046_30
Escherichia coli 83972 (525281.3)	1966_11, 1967_7, 1968_2, 621_3, 622_9	2054_19, 2055_17, 2056_13	973_29, 974_28, 975_26, 976_26
Escherichia coli 88.0221 (1005397.3)	2417_9, 2418_3	1263_14, 1264_17, 1265_19, 3287_22, 3288_19, 3289_17, 3290_13	2109_26, 2110_26, 2111_28, 2112_29, 2113_30
Escherichia coli 88.1042 (1005398.3)	1307_2, 1308_7, 1309_11, 2507_9, 2508_3	1149_14, 1150_17, 1151_19, 3309_22, 3310_19, 3311_17, 3312_14	2197_26, 2198_26, 2199_28, 2200_29, 2201_30
Escherichia coli 88.1467 (1005396.3)	1392_2, 1393_7, 1394_11, 2534_9, 2535_3	1238_14, 1239_17, 1240_19, 3369_22, 3370_19, 3371_17, 3372_14	2215_26, 2216_26, 2217_28, 2218_29, 2219_30
Escherichia coli 89.0511 (1005399.3)	1263_2, 1264_7, 1265_11, 2445_9, 2446_3	1089_14, 1090_17, 1091_19, 3237_22, 3238_19, 3239_17, 3240_13	2135_26, 2136_26, 2137_28, 2138_29, 2139_30
Escherichia coli 9.0111 (869686.4)	3120_11, 3121_7, 3122_3, 5854_3, 5855_9	2811_19, 2812_17, 2813_14	2495_30, 2496_29, 2497_28, 2548_26, 2549_26, 2550_28
Escherichia coli 9.1649 (869685.3)	1948_2, 1949_7, 1950_11, 2899_9, 2900_3	1858_14, 1859_17, 1860_19	2596_25, 2597_25, 2598_26, 2599_28, 2600_29, 2601_30
Escherichia coli 90.0039 (1005401.3)	1167_2, 1168_7, 1169_11, 2313_9, 2314_3	1013_14, 1014_17, 1015_19, 3148_22, 3149_19, 3150_17, 3151_13	1994_26, 1995_26, 1996_28, 1997_29, 1998_30
Escherichia coli 90.0091 (1005400.3)	1448_2, 1449_7, 1450_11, 2706_9, 2707_3	1285_14, 1286_17, 1287_19, 3566_22, 3567_19, 3568_17, 3569_13	2399_26, 2400_26, 2401_28, 2402_29, 2403_30
Escherichia coli 90.2281 (1005402.3)	1408_2, 1409_7, 1410_11, 2603_9, 2604_3	1246_14, 1247_17, 1248_19, 3359_22, 3360_19, 3361_17, 3362_14	2295_26, 2296_26, 2297_28, 2298_29, 2299_30
Escherichia coli 900105 (10e) (869695.4)	3897_3, 3898_9, 566_3, 567_7, 568_11	779_14, 780_17, 781_19	4575_30, 4576_29, 4577_28, 4578_26, 4579_25, 4580_25
Escherichia coli 93-001 (1005481.3)	1385_2, 1386_7, 1387_11, 2620_9, 2621_3	1225_14, 1226_17, 1227_19, 3396_22, 3397_19, 3398_17, 3399_14	2313_26, 2314_26, 2315_28, 2316_29, 2317_30
Escherichia coli 93.0055 (1005403.3)	1170_2, 1171_7, 1172_11, 2420_9, 2421_3	1010_14, 1011_17, 1012_19, 3167_22, 3168_19, 3169_17, 3170_14	2112_26, 2113_26, 2114_28, 2115_29, 2116_30
Escherichia coli 93.0056 (1005404.3)	1368_2, 1369_7, 1370_11, 2569_9, 2570_3	1205_14, 1206_17, 1207_19, 3326_22, 3327_19, 3328_17, 3329_14	2261_26, 2262_26, 2263_28, 2264_29, 2265_30
Escherichia coli 93.0624 (869680.4)	5202_9, 5203_3, 835_11, 836_7, 837_3	1003_19, 1004_17, 1005_14	2473_26, 2474_26, 2475_28, 2476_29, 2477_30
Escherichia coli 94.0618 (1005405.3)	1276_2, 1277_7, 1278_11, 2470_9, 2471_3	1113_14, 1114_17, 1115_19, 3272_22, 3273_19, 3274_17, 3275_13	2160_26, 2161_26, 2162_28, 2163_29, 2164_30
Escherichia coli 95.0183 (1005406.3)	1426_2, 1427_7, 1428_11, 2521_9, 2522_3	1270_14, 1271_17, 1272_19, 3378_22, 3379_19, 3380_17, 3381_13	1697_30, 1698_29, 1699_28, 1700_26, 1701_26
Escherichia coli 95.0941 (869674.3)	2262_3, 2263_7, 2264_11, 3155_9, 3156_3	2155_14, 2156_17, 2157_19	2859_25, 2860_26, 2861_28, 2862_29, 2863_30
