Organism	ThrA	Asd	Hom	ThrB	ThrC
Enterococcus faecalis M7 (1111677.3)	2218	1732_2	1611	1609_6	1610
Enterococcus faecalis MMH594 (1158653.5)	354	1144_2	2265	2263_6	2264
Enterococcus faecalis Merz151 (1169304.3)	293	1166_2	2149	2147_6	2148
Enterococcus faecalis Merz192 (1169248.3)	310	1154_2	2079	2077_6	2078
Enterococcus faecalis Merz204 (1169249.3)	326	1165_2	2026	2024_6	2025
Enterococcus faecalis Merz89 (1169250.3)	327	1149_2	2068	2066_6	2067
Enterococcus faecalis Merz96 (565645.4)	525	2270_2, 2271_2	1366	 	1367
Enterococcus faecalis Ned10 (1158657.3)	374	1156_2	2124	2122_6	2123
Enterococcus faecalis OG1RF (474186.5)	252	926_2	1801	1799_6	1800
Enterococcus faecalis OG1X (1027372.3)	744	362_2	495	493_6	494
Enterococcus faecalis PC1.1 (702448.3)	931	932_2	 	 	 
Enterococcus faecalis Pan7 (1158666.3)	392	1184_2	2145	2143_6	2144
Enterococcus faecalis R508 (1134801.3)	380	213_2	2211	2213_6	2212
Enterococcus faecalis R712 (699186.3)	1866	1000_2, 1001_2	1281	1283_6	1282
Enterococcus faecalis RC73 (1158678.3)	328	1200_2	2120	2118_6	2119
Enterococcus faecalis RM3817 (1158674.3)	43	828_2	1739	1737_6	1738
Enterococcus faecalis RM4679 (1158625.3)	457	1295_2	2332	2330_6	2331
Enterococcus faecalis RMC1 (1169299.3)	326	1223_2	2314	2312_6	2313
Enterococcus faecalis RMC5 (1169289.3)	309	978_2	1874	1872_6	1873
Enterococcus faecalis RMC65 (1169308.3)	307	1087_2	1983	1981_6	1982
Enterococcus faecalis S613 (699185.3)	435	948_2, 949_2	701	699_6	700
Enterococcus faecalis SF100 (1158654.3)	438	1197_2	2258	2256_6	2257
Enterococcus faecalis SF105 (1158658.3)	381	1647_2	2621	2619_6	2620
Enterococcus faecalis SF1592 (1158630.3)	358	1117_2	2187	2185_6	2186
Enterococcus faecalis SF19 (1158629.3)	317	1171_2	2231	2229_6	2230
Enterococcus faecalis SF21520 (1169313.3)	373	1143_2	2156	2154_6	2155
Enterococcus faecalis SF21521 (1158668.3)	79	935_2	1915	1913_6	1914
Enterococcus faecalis SF24396 (1158665.3)	327	1059_2	2017	2015_6	2016
Enterococcus faecalis SF24397 (1158618.3)	430	1213_2	2159	2157_6	2158
Enterococcus faecalis SF24413 (1158619.3)	432	1213_2	2206	2204_6	2205
Enterococcus faecalis SF26630 (1158620.3)	470	1173_2	2273	2271_6	2272
Enterococcus faecalis SF28073 (1158624.3)	207	970_2	1958	1956_6	1957
Enterococcus faecalis SF339 (1169305.3)	463	1182_2	2211	2209_6	2210
Enterococcus faecalis SF350 (1169251.3)	377	1606_2	2622	2620_6	2621
Enterococcus faecalis SF370 (1158655.3)	391	1175_2	2299	2297_6	2298
Enterococcus faecalis SF5039 (1169252.3)	340	1323_2	2278	2276_6	2277
Enterococcus faecalis SF6375 (1169280.3)	2531	985_2	1936	1934_6	1935
Enterococcus faecalis SS-6 (1158621.3)	369	1140_2	2134	2132_6	2133
Enterococcus faecalis SS-7 (1169298.3)	293	1097_2	2038	2036_6	2037
Enterococcus faecalis T1 (565636.4)	788	2207_2	2614	2616_6	2615
Enterococcus faecalis T10 (1169295.3)	322	978_2	1888	1886_6	1887
Enterococcus faecalis T11 (565640.5)	379	2097_2	1632	1630_6	1631
Enterococcus faecalis T12 (1169287.3)	320	1108_2	2025	2023_6	2024
Enterococcus faecalis T13 (1158663.3)	317	1016_2	1940	1938_6	1939
Enterococcus faecalis T14 (1158626.3)	396	1175_2	2144	2142_6	2143
Enterococcus faecalis T16 (1158662.3)	315	1131_2	2088	2086_6	2087
Enterococcus faecalis T17 (1169292.3)	312	1158_2	2158	2156_6	2157
Enterococcus faecalis T18 (1169296.3)	291	1000_2	1949	1947_6	1948
Enterococcus faecalis T19 (1169300.3)	292	1134_2	2157	2155_6	2156
Enterococcus faecalis T2 (565637.4)	301	2418_2	2807	2809_6	2808
Enterococcus faecalis T20 (1169285.3)	307	963_2	1856	1854_6	1855
Enterococcus faecalis T21 (1158669.3)	297	1119_2	2071	2069_6	2070
Enterococcus faecalis T3 (565638.4)	397	1566_2	2492	2490_6	2491
Enterococcus faecalis T4 (1169253.3)	314	1066_2	2151	2149_6	2150
Enterococcus faecalis T5 (1169293.3)	478	1243_2	2151	2149_6	2150
Enterococcus faecalis T6 (1169291.3)	476	1122_2	1986	1984_6	1985
Enterococcus faecalis T7 (1169254.3)	320	1480_2	2427	2425_6	2426
Enterococcus faecalis T8 (565639.4)	43	1037_2	1208	1206_6	1207
Enterococcus faecalis T9 (1169294.3)	301	1101_2	2095	2093_6	2094
Enterococcus faecalis TR161 (1169314.3)	389	1165_2	2285	2283_6	2284
Enterococcus faecalis TR197 (1169307.3)	381	1362_2	2361	2358_6	2359, 2360
Enterococcus faecalis TUSoD Ef11 (553209.3)	1895	975_2	339	341_6	340
Enterococcus faecalis TX0012 (749496.3)	1501	340_2	1770	1772_6	1771
Enterococcus faecalis TX0017 (749497.3)	1884	2438_2	1189	1187_6	1188
Enterococcus faecalis TX0027 (749498.3)	1766	2141_2	1462	1464_6	1463
Enterococcus faecalis TX0031 (749499.3)	745	494_2	2451	2449_6	2450
Enterococcus faecalis TX0043 (749500.3)	443	79_2	1761	1759_6	1760
Enterococcus faecalis TX0102 (749501.3)	1071	166_2	2465	2463_6	2464
Enterococcus faecalis TX0104 (491074.3)	2397	559_2	975	977_6	976
Enterococcus faecalis TX0109 (749502.3)	1976	1759_2	1075	1077_6	1076
Enterococcus faecalis TX0309A (749503.3)	773	2760_2	2713	2711_6	2712
Enterococcus faecalis TX0309B (749504.3)	1521	897_2	1912	1914_6	1913
Enterococcus faecalis TX0312 (749505.3)	1243	1724_2	1034	1036_6	1035
Enterococcus faecalis TX0411 (749506.3)	2610	1366_2	774	776_6	775
Enterococcus faecalis TX0470 (749507.3)	1268	428_2	606	604_6	605
Enterococcus faecalis TX0630 (749508.3)	3219	1270_2	694	696_6	695
Enterococcus faecalis TX0635 = WH245 (749509.5)	364	1098_2	2135	2133_6	2134
Enterococcus faecalis TX0645 (749510.3)	2235	804_2	1704	1706_6	1705
Enterococcus faecalis TX0855 (749511.3)	867	2136_2	251	249_6	250
Enterococcus faecalis TX0860 (749512.3)	1759	1244_2	2852	2854_6	2853
Enterococcus faecalis TX1322 (525278.3)	2418	878_2	1264	1266_6	1265
Enterococcus faecalis TX1337RF (1134802.3)	14	13_2	 	 	 
Enterococcus faecalis TX1341 (749514.3)	1470	2679_2	2764	2766_6	2765
Enterococcus faecalis TX1346 (749516.3)	2062	2151_2	1334	1332_6	1333
Enterococcus faecalis TX2134 (749518.3)	778	117_2	2574	2576_6	2575
Enterococcus faecalis TX2137 (749491.3)	1890	370_2	2708	2710_6	2709
Enterococcus faecalis TX2141 (749492.3)	2060	437_2	1334	1336_6	1335
Enterococcus faecalis TX4000 (749493.3)	2522	1806_2	818	820_6	819
Enterococcus faecalis TX4244 (749494.3)	2203	1112_2	2327	2325_6	2326
Enterococcus faecalis TX4248 (749495.4)	1990	793_2	2704	2706_6	2705
Enterococcus faecalis UAA1014 (1158546.3)	397	1202_2	2087	2085_6	2086
Enterococcus faecalis UAA1180 (1158552.3)	169	976_2	1865	1863_6	1864
Enterococcus faecalis UAA1489 (1158976.3)	395	1162_2	2365	2363_6	2364
Enterococcus faecalis UAA409 (1158637.3)	2493	931_2	1967	1965_6	1966
Enterococcus faecalis UAA702 (1158640.3)	296	1078_2	2187	2185_6	2186
Enterococcus faecalis UAA769 (1157369.3)	332	1380_2	2367	2365_6	2366
Enterococcus faecalis UAA823 (1157370.3)	311	1201_2	2271	2269_6	2270
Enterococcus faecalis UAA902 (1157371.3)	321	1159_2	2012	2010_6	2011
Enterococcus faecalis UAA903 (1157372.3)	322	1158_2	2013	2011_6	2012
Enterococcus faecalis UAA904 (1157373.3)	320	1152_2	2005	2003_6	2004
Enterococcus faecalis UAA905 (1157374.3)	320	1150_2	2004	2002_6	2003
Enterococcus faecalis UAA906 (1157375.3)	320	1120_2	1972	1970_6	1971
Enterococcus faecalis UAA907 (1157376.3)	322	1154_2	2068	2066_6	2067
Enterococcus faecalis UAA943 (1157377.3)	323	1154_2	2071	2069_6	2070
Enterococcus faecalis UAA948 (1158542.3)	488	1272_2	2196	2194_6	2195
Enterococcus faecalis V583 (226185.9)	340	1106_2	2260	2258_6	2259
Enterococcus faecalis V587 (1158623.3)	99	890_2	2067	2065_6	2066
Enterococcus faecalis WH257 (1158628.3)	317	1039_2	2067	2065_6	2066
Enterococcus faecalis WH571 (1158631.3)	362	1139_2	2184	2182_6	2183
Enterococcus faecalis X98 (565641.4)	827	2153_2	2590	2592_6	2591
Enterococcus faecalis YI6-1 (1158667.3)	2459	1157_2	2073	2071_6	2072
Enterococcus faecalis str. 'C 19315 led 1b pp (SCV)' (1151192.3)	2543	176_2	1263	1261_6	1262
Enterococcus faecalis str. Symbioflor 1 (1261557.3)	253	1008_2	1947	1945_6	1946
Enterococcus faecium 1,141,733 (565659.3)	15	14_2	 	 	 
Enterococcus faecium 1,230,933 (565656.3)	1336	1335_2	 	 	 
Enterococcus faecium 1,231,408 (565661.4)	509	508_2	 	 	 
Enterococcus faecium 1,231,410 (565660.4)	685	684_2	 	 	 
Enterococcus faecium 1,231,501 (565658.4)	13	12_2	 	 	 
Enterococcus faecium 1,231,502 (565657.5)	1118	1119_2	 	 	 
Enterococcus faecium 109 A1 (1157416.3)	2109	2110_2	 	 	 
Enterococcus faecium 2006-70-121 (1157417.3)	1863	1864_2	 	 	 
Enterococcus faecium 504 (1134805.3)	2500	2501_2	 	 	 
Enterococcus faecium 505 (1134806.3)	1136	1135_2	 	 	 
Enterococcus faecium 7330381-1 (1157419.3)	679	678_2	 	 	 
Enterococcus faecium 7330446-2 (1157420.3)	2295	2296_2	 	 	 
Enterococcus faecium 7330519-3 (1157421.3)	1804	1805_2	 	 	 
Enterococcus faecium 7330614-1 (1157422.3)	1935	1936_2	 	 	 
Enterococcus faecium 7330884-2 (1157423.3)	2193	2194_2	 	 	 
Enterococcus faecium 7430166-3 (1157424.3)	2284	2285_2	 	 	 
Enterococcus faecium 841V03 (1157425.3)	812	811_2	 	 	 
Enterococcus faecium 9730219-1 (1157429.3)	1578	1579_2	 	 	 
Enterococcus faecium 9730357-1 (1157430.3)	611	610_2	 	 	 
Enterococcus faecium 9731349-1 (1157431.3)	2374	2375_2	 	 	 
Enterococcus faecium 9731352-4 (1157432.3)	1988	1989_2	 	 	 
Enterococcus faecium 9830091-5 (1157433.3)	2461	2462_2	 	 	 
Enterococcus faecium 9830512-2 (1157435.3)	1012	1011_2	 	 	 
Enterococcus faecium 9830565-4 (1157437.3)	1208	1207_2	 	 	 
Enterococcus faecium 9930238-2 (1157440.3)	1156	1155_2	 	 	 
Enterococcus faecium 9931110-4 (1157441.3)	457	456_2	 	 	 
Enterococcus faecium A17 Sv1 (1157442.3)	2365	2366_2	 	 	 
Enterococcus faecium ATCC 8459 (1158600.4)	125	126_2	 	 	 
Enterococcus faecium Aus0004 (1155766.14)	484	483_2	 	 	 
Enterococcus faecium C309 (1176489.3)	656	657_2	 	 	 
Enterococcus faecium C68 (565664.3)	2799	2800_2	 	 	 
Enterococcus faecium CRL1879 (1295527.3)	2796	2797_2	 	 	 
Enterococcus faecium Com12 (565662.4)	14	13_2	 	 	 
Enterococcus faecium Com15 (565663.4)	14	13_2	 	 	 
Enterococcus faecium D344SRF (565665.3)	1437	1436_2	 	 	 
Enterococcus faecium E0045 (1138880.3)	13	12_2	 	 	 
Enterococcus faecium E0120 (1138881.3)	1356	1357_2	 	 	 
Enterococcus faecium E0164 (1138882.3)	2474	2473_2	 	 	 
Enterococcus faecium E0269 (1138883.3)	718	719_2	 	 	 
Enterococcus faecium E0333 (1138884.3)	1105	1104_2	 	 	 
Enterococcus faecium E0679 (1138885.3)	1744	1745_2	 	 	 
Enterococcus faecium E0680 (1138886.3)	13	12_2	 	 	 
Enterococcus faecium E0688 (1138887.3)	994	995_2	 	 	 
Enterococcus faecium E1007 (1138888.3)	1825	1826_2	 	 	 
Enterococcus faecium E1039 (645663.4)	1780	1781_2	 	 	 
Enterococcus faecium E1050 (1138889.3)	444	443_2	 	 	 
Enterococcus faecium E1071 (535205.4)	727	726_2	 	 	 
Enterococcus faecium E1133 (1138890.3)	1537	1536_2	 	 	 
Enterococcus faecium E1162 (535206.4)	2080	2081_2	 	 	 
Enterococcus faecium E1185 (1138891.3)	14	13_2	 	 	 
Enterococcus faecium E1258 (1138892.3)	720	721_2	 	 	 
Enterococcus faecium E1293 (1138893.3)	517	516_2	 	 	 
Enterococcus faecium E1321 (1138930.3)	1228	1229_2	 	 	 
Enterococcus faecium E1392 (1138894.3)	1599	1598_2	 	 	 
Enterococcus faecium E1552 (1138895.3)	14	13_2	 	 	 
Enterococcus faecium E1573 (1138896.3)	2686	2687_2	 	 	 
Enterococcus faecium E1574 (1138897.3)	1275	1276_2	 	 	 
Enterococcus faecium E1575 (1138898.3)	1464	1465_2	 	 	 
Enterococcus faecium E1576 (1138899.3)	2398	2399_2	 	 	 
Enterococcus faecium E1578 (1138900.3)	447	446_2	 	 	 
Enterococcus faecium E1590 (1138901.3)	969	970_2	 	 	 
Enterococcus faecium E1604 (1138902.3)	2003	2004_2	 	 	 
Enterococcus faecium E1613 (1138903.3)	15	14_2	 	 	 
Enterococcus faecium E1620 (1138904.3)	637	638_2	 	 	 
Enterococcus faecium E1622 (1138905.3)	1337	1338_2	 	 	 
Enterococcus faecium E1623 (1138906.3)	2610	2609_2	 	 	 
Enterococcus faecium E1626 (1138907.3)	1546	1547_2	 	 	 
Enterococcus faecium E1627 (1138908.3)	1284	1285_2	 	 	 
Enterococcus faecium E1630 (1138909.3)	768	769_2	 	 	 
Enterococcus faecium E1634 (1138910.3)	1867	1868_2	 	 	 
Enterococcus faecium E1636 (544875.4)	635	634_2	 	 	 
Enterococcus faecium E1644 (1138931.3)	419	418_2	 	 	 
Enterococcus faecium E1731 (1138913.3)	13	12_2	 	 	 
Enterococcus faecium E1861 (1138914.3)	1300	1301_2	 	 	 
Enterococcus faecium E1904 (1138915.3)	997, 998	999_2	 	 	 
Enterococcus faecium E1972 (1138916.3)	17	16_2	 	 	 
Enterococcus faecium E2039 (1138917.3)	1807	1808_2	 	 	 
Enterococcus faecium E2071 (1138918.3)	14	13_2	 	 	 
Enterococcus faecium E2134 (1138919.3)	1810	1811_2	 	 	 
Enterococcus faecium E2297 (1138920.3)	359	360_2	 	 	 
Enterococcus faecium E2369 (1138932.3)	1673	1672_2	 	 	 
Enterococcus faecium E2560 (1138933.3)	1579	1578_2	 	 	 
Enterococcus faecium E2620 (1138921.3)	1785	1786_2	 	 	 
Enterococcus faecium E2883 (1138922.3)	143	142_2	 	 	 
Enterococcus faecium E2966 (1138923.3)	820	819_2	 	 	 
Enterococcus faecium E3083 (1138924.3)	1310	1311_2	 	 	 
Enterococcus faecium E3346 (1138925.3)	1203	1204_2	 	 	 
Enterococcus faecium E3548 (1138926.3)	1316	1317_2	 	 	 
Enterococcus faecium E4215 (1138929.3)	731	732_2	 	 	 
Enterococcus faecium E4389 (1138934.3)	832	831_2	 	 	 
Enterococcus faecium E6012 (1138935.3)	13	12_2	 	 	 
Enterococcus faecium E6045 (1138936.3)	597	596_2	 	 	 
Enterococcus faecium E8sv3 (1157443.3)	455	454_2	 	 	 
Enterococcus faecium E980 (529885.3)	1105	1104_2	 	 	 
Enterococcus faecium ERV1 (1134819.3)	2797	2798_2	 	 	 
Enterococcus faecium EnGen0305 (1158641.3)	1757	1758_2	 	 	 
Enterococcus faecium EnGen0308 (1158642.3)	1882	1883_2	 	 	 
Enterococcus faecium EnGen0312 (1158652.3)	2405	2406_2	 	 	 
Enterococcus faecium EnGen0314 (1158646.3)	2443	2444_2	 	 	 
Enterococcus faecium EnGen0316 (1158647.3)	501	500_2	 	 	 
Enterococcus faecium EnGen0318 (1158648.3)	514	513_2	 	 	 
Enterococcus faecium EnGen0319 (1158649.3)	503	502_2	 	 	 
Enterococcus faecium EnGen0321 (1158650.3)	2441	2442_2	 	 	 
Enterococcus faecium EnGen0323 (1158651.3)	2144	2145_2	 	 	 
Enterococcus faecium EnGen0375 (1138937.4)	2476	2475_2	 	 	 
Enterococcus faecium EnGen0376 (1138938.4)	2451	2450_2	 	 	 
Enterococcus faecium EnGen0377 (1138939.4)	402	403_2	 	 	 
Enterococcus faecium F9730129-1 (1157479.3)	2539	2540_2	 	 	 
Enterococcus faecium H17243 (1157444.3)	447	446_2	 	 	 
Enterococcus faecium H17575 (1157446.3)	2397	2398_2	 	 	 
Enterococcus faecium HF50104 (1157480.3)	2742	2743_2	 	 	 
Enterococcus faecium HF50105 (1157481.3)	2229	2230_2	 	 	 
Enterococcus faecium HF50106 (1157482.3)	2558	2559_2	 	 	 
Enterococcus faecium HF50203 (1157483.3)	2435	2436_2	 	 	 
Enterococcus faecium HF50204 (1157484.3)	715	714_2	 	 	 
Enterococcus faecium HF50215 (1157485.3)	1378	1377_2	 	 	 
Enterococcus faecium HM1071 (1157447.3)	2760	2761_2	 	 	 
Enterococcus faecium HM1072 (1157487.3)	1630	1631_2	 	 	 
Enterococcus faecium HM1073 (1157486.3)	2924	2925_2	 	 	 
Enterococcus faecium HM1074 (1157448.3)	2149	2150_2	 	 	 
Enterococcus faecium LCT-EF128 (1178528.3)	440	439_2	 	 	 
Enterococcus faecium LCT-EF20 (1245477.3)	213	212_2	 	 	 
Enterococcus faecium LCT-EF258 (1245478.3)	512	513_2	 	 	 
Enterococcus faecium LCT-EF90 (1167697.3)	508	509_2	 	 	 
Enterococcus faecium NRRL B-2354 (1104325.3)	431	430_2	 	 	 
Enterococcus faecium PC4.1 (791161.5)	962	963_2	 	 	 
Enterococcus faecium S658-3 (1157451.3)	455	454_2	 	 	 
Enterococcus faecium TC 6 (565666.3)	1617	1618_2	 	 	 
Enterococcus faecium TX0082 (749520.3)	381	382_2	 	 	 
Enterococcus faecium TX0133A (749521.3)	89	88_2	 	 	 
Enterococcus faecium TX0133B (749524.3)	691	690_2	 	 	 
Enterococcus faecium TX0133C (749525.3)	397	396_2	 	 	 
Enterococcus faecium TX0133a04 (749523.3)	1831	1832_2	 	 	 
Enterococcus faecium TX1330 (525279.3)	1119	1120_2	 	 	 
Enterococcus faecium U0317 (547468.4)	1723	1722_2	 	 	 
Enterococcus faecium UAA1007 (1158545.3)	2525	2526_2	 	 	 
Enterococcus faecium UAA1019 (1158547.3)	477	476_2	 	 	 
Enterococcus faecium UAA1022 (1158548.3)	2176	2177_2	 	 	 
Enterococcus faecium UAA1023 (1158549.3)	1407	1406_2	 	 	 
Enterococcus faecium UAA1024 (1158550.3)	1920	1921_2	 	 	 
Enterococcus faecium UAA1025 (1158551.3)	16, 1	746_2	 	 	 
Enterococcus faecium UAA1280 (1158553.3)	482	481_2	 	 	 
Enterococcus faecium UAA1433 (1158554.3)	1009	1008_2	 	 	 
Enterococcus faecium UAA1484 (1158555.3)	2976	2977_2	 	 	 
Enterococcus faecium UAA210 (1158635.3)	2064	2065_2	 	 	 
Enterococcus faecium UAA407 (1158636.3)	1200	1199_2	 	 	 
Enterococcus faecium UAA430 (1158638.3)	2300	2301_2	 	 	 
Enterococcus faecium UAA431 (1158639.3)	1416	1417_2	 	 	 
Enterococcus faecium UAA714 (1157453.3)	277	276_2	 	 	 
Enterococcus faecium UAA715 (1157454.3)	456	455_2	 	 	 
Enterococcus faecium UAA716 (1157455.3)	488	487_2	 	 	 
Enterococcus faecium UAA718 (1157456.3)	2614	2615_2	 	 	 
Enterococcus faecium UAA719 (1157457.3)	2344	2345_2	 	 	 
Enterococcus faecium UAA720 (1157458.3)	605	604_2	 	 	 
Enterococcus faecium UAA721 (1157459.3)	1934	1935_2	 	 	 
Enterococcus faecium UAA722 (1157460.3)	447	446_2	 	 	 
Enterococcus faecium UAA723 (1157461.3)	787	786_2	 	 	 
Enterococcus faecium UAA724 (1157462.3)	911	910_2	 	 	 
Enterococcus faecium UAA725 (1157463.3)	464	463_2	 	 	 
Enterococcus faecium UAA825 (1157464.3)	457	456_2	 	 	 
Enterococcus faecium UAA909 (1157476.3)	2582	2583_2	 	 	 
Enterococcus faecium UAA910 (1157477.3)	2732	2733_2	 	 	 
Enterococcus faecium UAA911 (1157478.3)	418	417_2	 	 	 
Enterococcus faecium UAA944 (1157465.3)	392	391_2	 	 	 
Enterococcus faecium UAA945 (1157488.3)	151	150_2	 	 	 
Enterococcus faecium UAA947 (1158541.3)	2162	2163_2	 	 	 
Enterococcus faecium UAA949 (1158644.3)	700	699_2	 	 	 
Enterococcus faecium UAA950 (1158645.3)	2679	2680_2	 	 	 
Enterococcus faecium UAA951 (1158543.3)	2706	2707_2	 	 	 
Enterococcus faecium UAA952 (1158544.3)	472	471_2	 	 	 
Enterococcus faecium UC7251 (1328870.3)	2365	2366_2	 	 	 
Enterococcus faecium VAN 219 (1157466.3)	940	939_2	 	 	 
Enterococcus faecium VAN 222 (1157467.3)	521	520_2	 	 	 
Enterococcus faecium VAN 327 (1169279.3)	462	461_2	 	 	 
Enterococcus faecium VAN 332 (1157468.3)	856	855_2	 	 	 
Enterococcus faecium VAN 335 (1157469.3)	2410	2411_2	 	 	 
Enterococcus faecium VAN 342 (1157470.3)	1143	1142_2	 	 	 
Enterococcus faecium VAN 345 (1157471.3)	1284	1283_2	 	 	 
Enterococcus faecium VAN 476 (1169278.3)	603	602_2	 	 	 
Enterococcus faecium VRE 108 (1157472.3)	437	436_2	 	 	 
Enterococcus faecium VRE 110 (1157473.3)	2985	2986_2	 	 	 
Enterococcus faecium VRE 13 (1157474.3)	2483	2484_2	 	 	 
Enterococcus faecium VRE 84 (1157475.3)	461	460_2	 	 	 
Enterococcus gallinarum EG2 (565653.4)	1493	2507_2	953	955_6	954
Enterococcus hirae ATCC 9790 (768486.3)	589	590_2	 	 	 
Enterococcus phoeniculicola ATCC BAA-412 (1158610.4)	2885	2834_2	1131	1133_6	1132
Enterococcus saccharolyticus 30_1 (742813.4)	1473	2425_2	1229	1231_6	1230
Enterococcus saccharolyticus ATCC 43076 (1139996.4)	934	2454_2	1212	1213_6	1485
Enterococcus sp. 7L76 (657310.3)	1854	2414_2	676	674_6	675
Lactobacillus acidophilus 30SC (891391.3)	1336, 1337, 844	851_2	1333, 1334	1332_6	1335
Lactobacillus acidophilus ATCC 4796 (525306.3)	523, 913	530_2, 531_2	911	910_6	912
Lactobacillus acidophilus La-14 (1314884.3)	1165, 819	826_2	1163	1162_6	1164
Lactobacillus amylolyticus DSM 11664 (585524.3)	100	108_2	 	 	 
Lactobacillus amylovorus GRL 1112 (695560.3)	1343, 1344, 889	896_2	1340, 1341	1339_6	1342
Lactobacillus amylovorus GRL1118 (695562.4)	1229, 1230, 840	847_2	1225, 1226	1224_6	1228
Lactobacillus animalis KCTC 3501 (930942.3)	1608	907_2	1610	1611_6	1609
Lactobacillus antri DSM 16041 (525309.3)	452	1290_2	 	 	 
Lactobacillus brevis KB290 (1001583.3)	 	 	 	549_6	 
Lactobacillus brevis subsp. gravesensis ATCC 27305 (525310.3)	1125, 1529	1537_2	1126	1128_6, 2610_6	1127
Lactobacillus buchneri ATCC 11577 (525318.3)	1544, 855	1551_2	856	1806_6, 858_6	857
Lactobacillus buchneri CD034 (1071400.3)	1994, 2316	1986_2	2317	1490_6, 2319_6	2318
Lactobacillus buchneri NRRL B-30929 (511437.3)	2083, 2406	2076_2	2407	1575_6, 2409_6	2408
Lactobacillus casei 12A (1051650.4)	2081, 62	64_2	2080	2078_6	2079
Lactobacillus casei 21/1 (1051651.3)	135, 2224, 2225	137_2	2223	2221_6	2222
Lactobacillus casei 32G (1051652.3)	2364, 2365	121_2	2363	2361_6	2362
Lactobacillus casei ATCC 334 (321967.11)	121, 2113	123_2	2112	2110_6	2111
Lactobacillus casei BD-II (998820.3)	2301, 95	97_2	2300	2298_6	2299
Lactobacillus casei BL23 (543734.4)	2220, 89	91_2	2219	2217_6	2218
Lactobacillus casei CRF28 (1051654.3)	2318, 52	54_2	2317	2315_6	2316
Lactobacillus casei LC2W (999378.3)	2256, 98	100_2	2255	2253_6	2254
Lactobacillus casei Lc-10 (1051655.5)	2140, 90	92_2	2139	2137_6	2138
Lactobacillus casei Lpc-37 (1051656.3)	1210, 1512	1514_2	1209	1207_6	1208
Lactobacillus casei M36 (1051657.3)	108, 2402	110_2	2401	2399_6	2400
Lactobacillus casei T71499 (1051658.3)	103, 2169	105_2	2168	2166_6	2167
Lactobacillus casei UCD174 (1051659.3)	195, 2407	197_2	2406	2404_6	2405
Lactobacillus casei UW1 (1051660.3)	2198, 72	74_2	2197	2195_6	2196
Lactobacillus casei UW4 (1051661.3)	126, 2080	128_2	2079	2077_6	2078
Lactobacillus casei W56 (1215914.3)	103, 2397	105_2	2396	2394_6	2395
Lactobacillus casei str. Zhang (498216.5)	1988, 99	101_2	1987	1985_6	1986
Lactobacillus paracasei subsp. paracasei 8700:2 (537973.8)	1236, 2159	1238_2	2158	2156_6	2157
Lactobacillus paracasei subsp. paracasei ATCC 25302 (525337.3)	1286, 1773	1771_2	1287	1289_6	1288
Lactobacillus paracasei subsp. paracasei Lpp120 (1256223.3)	1431, 1781	1433_2	1782	1784_6	1783
Lactobacillus paracasei subsp. paracasei Lpp122 (1256218.3)	1376, 2339	2341_2	1377	1379_6	1378
Lactobacillus paracasei subsp. paracasei Lpp17 (1256220.3)	296, 972	974_2	295	293_6	294
