Organism	GlyA	GlyB	Tdh	Kbl	GlyTrns
Lactobacillus paracasei subsp. paracasei Lpp17 (1256220.3)	393	 	 	 	1410_7
Lactobacillus paracasei subsp. paracasei Lpp225 (1256225.3)	2318	 	 	 	1403_7
Lactobacillus paracasei subsp. paracasei Lpp226 (1256226.3)	647	 	 	 	1735_7
Lactobacillus paracasei subsp. paracasei Lpp230 (1256219.3)	1518	 	 	 	2465_7
Lactobacillus paracasei subsp. paracasei Lpp46 (1256222.3)	1905	 	 	 	1775_7
Lactobacillus paracasei subsp. paracasei Lpp49 (1256213.3)	2423	 	 	 	2425_7
Lactobacillus paracasei subsp. paracasei Lpp74 (1256199.3)	1897	 	 	 	1546_7
Lactobacillus paracasei subsp. tolerans Lpl14 (1256229.3)	2570	 	 	 	2366_7
Lactobacillus paracasei subsp. tolerans Lpl7 (1256230.3)	642	 	 	 	855_7
Lactobacillus coleohominis 101-4-CHN (575594.3)	294	 	 	 	1664_7, 321_7
Lactobacillus coryniformis subsp. coryniformis CECT 5711 (1185325.3)	1543	 	 	 	1603_7, 2008_7
Lactobacillus crispatus 125-2-CHN (575595.3)	1626	 	 	 	1117_7, 1931_7
Lactobacillus crispatus FB049-03 (883094.3)	1954	 	 	 	2367_7, 482_7
Lactobacillus crispatus FB077-07 (883092.3)	192	 	 	 	1358_7, 2015_7
Lactobacillus crispatus JV-V01 (491076.4)	1998	 	 	 	1226_7, 1838_7
Lactobacillus crispatus MV-1A-US (575596.3)	507	 	 	 	2032_7, 796_7
Lactobacillus crispatus MV-3A-US (575597.3)	1530	 	 	 	1275_7, 370_7
Lactobacillus crispatus ST1 (748671.3)	256	 	 	 	1912_7, 444_7
Lactobacillus curvatus CRL 705 (1074451.3)	216	 	 	 	 
Lactobacillus delbrueckii ZN7a-9 (1217420.3)	 	 	 	 	1534_7
Lactobacillus delbrueckii subsp. bulgaricus 2038 (353496.3)	 	 	 	 	1659_7
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 (390333.7)	 	 	 	 	1604_7
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365 (321956.7)	 	 	 	 	1627_7
Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1632 (1042399.3)	 	 	 	 	1063_7
Lactobacillus delbrueckii subsp. bulgaricus ND02 (767455.3)	 	 	 	 	1704_7
Lactobacillus fermentum 28-3-CHN (575599.3)	1313	 	 	 	1457_7, 474_7
Lactobacillus fermentum ATCC 14931 (525325.3)	877	 	 	 	1333_7, 726_7
Lactobacillus fermentum CECT 5716 (712938.3)	424	 	 	 	1206_7, 1674_7, 1675_7, 1676_7, 1677_7, 1825_7
Lactobacillus fermentum F-6 (767453.3)	472	 	 	 	1488_7, 74_7
Lactobacillus fermentum IFO 3956 (334390.5)	469	 	 	 	1488_7, 73_7
Lactobacillus gasseri 202-4 (630527.3)	212	 	 	 	496_7, 690_7
Lactobacillus gasseri 224-1 (679196.3)	1911	 	 	 	1741_7, 457_7
Lactobacillus gasseri ATCC 33323 (324831.13)	252	 	 	 	102_7, 1540_7
Lactobacillus gasseri JV-V03 (525326.3)	1352	 	 	 	1_7, 1503_7
Lactobacillus gasseri K7 (1334627.3)	1037	 	 	 	150_7
Lactobacillus gasseri SJ-9E-US (575603.3)	1128	 	 	 	1279_7, 938_7
Lactobacillus gasseri SV-16A-US (575604.3)	1295	 	 	 	1085_7, 1450_7
Lactobacillus gastricus PS3 (1144300.3)	 	 	 	 	1031_7, 643_7
Lactobacillus helveticus DPC 4571 (405566.6)	277, 278	 	 	 	2160_7, 503_7
Lactobacillus helveticus DSM 20075 (585520.4)	430	 	 	 	101_7, 1159_7, 453_7
Lactobacillus helveticus H10 (767462.3)	267	 	 	 	1843_7, 2222_7
Lactobacillus helveticus R0052 (880633.7)	2130	 	 	 	37_7, 457_7, 458_7
Lactobacillus hilgardii ATCC 8290 (525327.3)	1147	 	 	 	1003_7, 1237_7, 152_7, 1955_7, 409_7
Lactobacillus iners AB-1 (713605.5)	 	 	 	 	1202_7
Lactobacillus iners ATCC 55195 (888801.3)	 	 	 	 	655_7
Lactobacillus iners DSM 13335 (525328.4)	 	 	 	 	166_7
Lactobacillus iners LEAF 2052A-d (879302.3)	 	 	 	 	460_7
Lactobacillus iners LEAF 2053A-b (879301.3)	 	 	 	 	774_7
Lactobacillus iners LEAF 2062A-h1 (879303.3)	 	 	 	 	92_7
Lactobacillus iners LEAF 3008A-a (879304.3)	 	 	 	 	657_7
Lactobacillus iners LactinV 09V1-c (879299.3)	 	 	 	 	120_7
Lactobacillus iners LactinV 11V1-d (879300.3)	 	 	 	 	874_7
Lactobacillus iners SPIN 1401G (879295.3)	 	 	 	 	291_7
Lactobacillus iners SPIN 2503V10-D (879296.3)	 	 	 	 	241_7
Lactobacillus iners UPII 143-D (928327.3)	 	 	 	 	639_7
Lactobacillus iners UPII 60-B (928328.3)	 	 	 	 	268_7
Lactobacillus jensenii 115-3-CHN (575605.3)	805	 	 	 	1206_7
Lactobacillus jensenii 269-3 (596325.3)	760	 	 	 	985_7
Lactobacillus jensenii 27-2-CHN (575606.3)	1351	 	 	 	1488_7
Lactobacillus jensenii JV-V16 (525329.3)	1411	 	 	 	1199_7
Lactobacillus jensenii SJ-7A-US (575607.3)	889	 	 	 	1479_7
Lactobacillus johnsonii ATCC 33200 (525330.3)	1259	 	 	 	1_7
Lactobacillus johnsonii DPC 6026 (909954.3)	296	 	 	 	1595_7
Lactobacillus johnsonii FI9785 (633699.4)	263	 	 	 	1479_7
Lactobacillus johnsonii NCC 533 (257314.6)	275	 	 	 	112_7, 1592_7
Lactobacillus mucosae LM1 (1130798.3)	 	1857	 	 	1012_7, 190_7
Lactobacillus oris F0423 (944562.4)	 	116	 	 	222_7, 223_7, 791_7
Lactobacillus oris PB013-T2-3 (908339.3)	 	1513	 	 	1545_7, 393_7, 394_7
Lactobacillus pentosus KCA1 (1136177.4)	1875	 	 	 	1180_7, 1761_7, 2784_7
Lactobacillus plantarum 16 (1327988.3)	1935	 	 	 	1452_7, 1817_7, 2699_7
Lactobacillus plantarum IPLA88 (1328309.5)	1651	 	 	 	2312_7, 2369_7, 2511_7, 2793_7
Lactobacillus plantarum JDM1 (644042.3)	1997	 	 	 	1529_7, 1886_7, 2705_7
Lactobacillus plantarum UCMA 3037 (1284223.3)	1007	 	 	 	1036_7, 1296_7, 2404_7, 366_7
Lactobacillus plantarum WCFS1 (220668.9)	2007	 	 	 	1529_7, 1895_7, 2784_7
Lactobacillus plantarum ZJ316 (1284663.3)	2315	 	 	 	1774_7, 2197_7, 4_7
Lactobacillus plantarum subsp. plantarum ATCC 14917 (525338.3)	1746	 	 	 	1236_7, 2262_7, 421_7
Lactobacillus plantarum subsp. plantarum NC8 (1036177.3)	2662	 	 	 	2126_7, 2541_7, 314_7
Lactobacillus plantarum subsp. plantarum P-8 (767468.48)	1955	 	 	 	1407_7, 1836_7, 2720_7, 2992_7
Lactobacillus plantarum subsp. plantarum ST-III (889932.4)	2013	 	 	 	1483_7, 1891_7, 2797_7
Lactobacillus reuteri 100-23 (349123.6)	1950	 	 	 	1212_7, 433_7
Lactobacillus reuteri ATCC 53608 (927703.3)	1594	 	 	 	1307_7, 1392_7
Lactobacillus reuteri CF48-3A (525341.3)	1894	 	 	 	300_7, 755_7
Lactobacillus reuteri I5007 (1340495.3)	1465	 	 	 	1862_7, 664_7
Lactobacillus reuteri JCM 1112 (557433.4)	475	 	 	 	102_7, 1352_7
Lactobacillus reuteri MM4-1A (548485.3)	631	 	 	 	1567_7, 244_7
Lactobacillus reuteri SD2112 (491077.3)	922	 	 	 	1345_7, 362_7
Lactobacillus reuteri lpuph (863368.3)	1513	 	 	 	1404_7, 602_7
Lactobacillus rhamnosus ATCC 21052 (1002365.5)	2604	 	 	 	1529_7
Lactobacillus rhamnosus ATCC 8530 (1088720.3)	1104	 	 	 	976_7
Lactobacillus rhamnosus GG (Prj:40637) (568703.30)	1164	 	 	 	987_7
Lactobacillus rhamnosus HN001 (486408.6)	727	 	 	 	475_7
Lactobacillus rhamnosus LMS2-1 (525361.3)	125	 	 	 	956_7
Lactobacillus rhamnosus LRHMDP2 (1203258.5)	1681	 	 	 	1483_7
Lactobacillus rhamnosus LRHMDP3 (1203259.4)	547	 	 	 	1365_7
Lactobacillus rhamnosus Lc 705 (568704.3)	1086	 	 	 	957_7
Lactobacillus rhamnosus R0011 (880592.5)	283	 	 	 	160_7
Lactobacillus ruminis ATCC 25644 (525362.3)	 	 	 	 	1098_7, 11_7, 1214_7, 144_7
Lactobacillus ruminis ATCC 27782 (1069534.5)	 	 	 	 	1222_7, 1544_7, 1559_7, 1560_7, 1784_7, 1785_7
Lactobacillus ruminis SPM0211 (1040964.3)	 	 	 	 	1020_7, 1235_7, 718_7, 80_7
Lactobacillus sakei subsp. sakei 23K (314315.12)	1102	 	500, 501	499_4	 
Lactobacillus salivarius ATCC 11741 (525364.3)	845	 	 	 	1853_7, 482_7
Lactobacillus salivarius GJ-24 (1041521.3)	1086	 	 	 	1515_7, 1526_7
Lactobacillus salivarius NIAS840 (1029822.3)	1255	 	 	 	835_7, 845_7
Lactobacillus salivarius UCC118 (362948.14)	953	 	 	 	509_7, 519_7
Lactobacillus ultunensis DSM 16047 (525365.3)	1716	 	 	 	7_7, 786_7
Lactobacillus vaginalis ATCC 49540 (525366.3)	254	 	 	 	1100_7, 173_7
Pediococcus acidilactici 7_4 (563194.3)	1276	 	 	 	 
Pediococcus acidilactici DSM 20284 (862514.3)	753	 	 	 	 
Pediococcus acidilactici MA18/5M (1080365.4)	1331	 	 	 	 
Pediococcus pentosaceus ATCC 25745 (278197.12)	1255	 	 	 	1162_7
Pediococcus pentosaceus IE-3 (1133596.3)	949	 	 	 	1687_7
Leuconostoc gelidum JB7 (1229756.3)	1085	 	 	 	1357_7
Leuconostoc gelidum KCTC 3527 (927691.3)	1656	 	 	 	937_7
Leuconostoc argentinum KCTC 3773 (886872.3)	1530	 	 	 	1222_7, 1724_7
Leuconostoc mesenteroides subsp. cremoris ATCC 19254 (586220.3)	909	 	 	 	 
Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293 (203120.7)	783	 	 	 	 
Leuconostoc mesenteroides subsp. mesenteroides J18 (1107880.3)	726	 	 	 	1750_7
Weissella cibaria KACC 11862 (911104.3)	109	 	 	 	1267_7, 1754_7, 573_7
Weissella confusa LBAE C39-2 (1127131.3)	388	 	 	 	1025_7, 1544_7, 1600_7
Weissella paramesenteroides ATCC 33313 (585506.3)	866	 	 	 	1113_7, 981_7
Lactococcus garvieae 21881 (998087.5)	1091	 	254	253_4	1303_7, 737_7
Lactococcus garvieae 8831 (913847.4)	650	 	1009	1010_4	377_7, 960_7
Lactococcus garvieae ATCC 49156 (420889.6)	1500	 	1777	1778_4	1716_7, 743_7
Lactococcus garvieae DCC43 (1231377.3)	2007	 	578	579_4	1746_7, 534_7
Lactococcus garvieae I113 (1229517.3)	52	 	1391	1392_4	1314_7, 1454_7
Lactococcus garvieae IPLA 31405 (1181234.4)	1965	 	166	165_4	1526_7, 228_7
Lactococcus garvieae LG9 (1091039.4)	1871	 	2012	2013_4	1943_7, 446_7
Lactococcus garvieae Lg2 (420890.5)	1526	 	1803	1804_4	1742_7, 765_7
Lactococcus garvieae TB25 (1091040.5)	73	 	1882	1883_4	226_7, 413_7
Lactococcus garvieae Tac2 (1229518.3)	2063	 	1017	1018_4	1231_7, 1818_7
Lactococcus garvieae UNIUD074 (1017266.3)	1524	 	236	235_4	304_7, 804_7
Lactococcus lactis subsp. cremoris CNCM I-1631 (1042402.4)	109	 	 	 	2359_7, 783_7
Lactococcus lactis subsp. cremoris MG1363 (416870.9)	574	 	 	 	1794_7, 2060_7
Lactococcus lactis subsp. cremoris NZ9000 (746361.3)	577	 	 	 	1817_7, 2088_7
Lactococcus lactis subsp. cremoris UC509.9 (1111678.3)	630	 	 	 	1881_7, 873_7
Lactococcus lactis subsp. lactis CV56 (929102.3)	527	 	 	 	1827_7, 797_7
Lactococcus lactis subsp. lactis IO-1 (1046624.4)	514	 	 	 	1902_7, 780_7
Lactococcus lactis subsp. lactis Il1403 (272623.7)	641	 	 	 	1952_7, 865_7
Lactococcus lactis subsp. lactis KF147 (684738.3)	589	 	 	 	2026_7, 840_7
Lactococcus lactis subsp. lactis YF11 (1149132.3)	516	 	 	 	1787_7, 614_7, 743_7
Lactococcus raffinolactis 4877 (1215915.3)	173	 	 	 	 
Streptococcus agalactiae 09mas018883 (1309806.3)	1054	1732	 	 	 
Streptococcus agalactiae BSU108 (1154833.3)	739	1364	 	 	 
Streptococcus agalactiae BSU133 (1105233.3)	753	678	 	 	 
Streptococcus agalactiae BSU165 (1154831.3)	1925	368	 	 	 
Streptococcus agalactiae BSU174 (1105234.3)	615	1449	 	 	 
Streptococcus agalactiae BSU178 (1154829.3)	1625	239	 	 	 
Streptococcus agalactiae BSU247 (1154827.3)	1991	1095	 	 	 
Streptococcus agalactiae BSU248 (1105279.3)	2004	1869	 	 	 
Streptococcus agalactiae BSU252 (1105277.3)	1867	791	 	 	 
Streptococcus agalactiae BSU253 (1105281.3)	1327	1513	 	 	 
Streptococcus agalactiae BSU260 (1105231.3)	850	1300	 	 	 
Streptococcus agalactiae BSU442 (1154826.3)	206	816	 	 	 
Streptococcus agalactiae BSU447 (1105280.3)	1436	615	 	 	 
Streptococcus agalactiae BSU450 (1154825.3)	100	583	 	 	 
Streptococcus agalactiae BSU451 (1105232.3)	1071	1738	 	 	 
Streptococcus agalactiae BSU454 (1105278.3)	1484	1078	 	 	 
Streptococcus agalactiae BSU92 (1154832.3)	1958	1532	 	 	 
Streptococcus agalactiae BSU96 (1154830.3)	1841	1414	 	 	 
Streptococcus agalactiae CCUG 17336 (1105253.3)	1837	648	 	 	 
Streptococcus agalactiae CCUG 19094 (1154807.3)	160	763	 	 	 
Streptococcus agalactiae CCUG 24810 (1154808.3)	79	2084	 	 	 
Streptococcus agalactiae CCUG 25532 (1154809.3)	1627	1553	 	 	 
Streptococcus agalactiae CCUG 28551 (1105254.3)	164	315	 	 	 
Streptococcus agalactiae CCUG 29376 (1105255.3)	801	1773	 	 	 
Streptococcus agalactiae CCUG 29782 (1105256.3)	1998	991	 	 	 
Streptococcus agalactiae CCUG 30636 (1105257.3)	1188	774	 	 	 
Streptococcus agalactiae CCUG 37430 (1154810.3)	1979	588	 	 	 
Streptococcus agalactiae CCUG 37736 (1105258.3)	632	457	 	 	 
Streptococcus agalactiae CCUG 37737 (1154811.3)	339	790	 	 	 
Streptococcus agalactiae CCUG 37738 (1154812.3)	445	653	 	 	 
Streptococcus agalactiae CCUG 37739 (1105259.3)	1200	895	 	 	 
Streptococcus agalactiae CCUG 37740 (1105260.3)	715	1454	 	 	 
Streptococcus agalactiae CCUG 37741 (1154813.3)	32	1622	 	 	 
Streptococcus agalactiae CCUG 37742 (1154814.3)	1576	1086	 	 	 
Streptococcus agalactiae CCUG 38383 (1154815.3)	1203	721	 	 	 
Streptococcus agalactiae CCUG 39096 A (1154816.3)	969	1913	 	 	 
Streptococcus agalactiae CCUG 44074 (1105262.3)	568	1903	 	 	 
Streptococcus agalactiae CCUG 44110 (1105264.3)	1121	628	 	 	 
Streptococcus agalactiae CCUG 44140 (1105265.3)	1206	934	 	 	 
Streptococcus agalactiae CCUG 44186 (1105266.3)	903	563	 	 	 
Streptococcus agalactiae CCUG 45061 (1105267.3)	648	393	 	 	 
Streptococcus agalactiae CCUG 47293 (1105268.3)	899	1833	 	 	 
Streptococcus agalactiae CCUG 49072 (1105269.3)	1281	780	 	 	 
Streptococcus agalactiae CCUG 49086 (1105270.3)	812	1524	 	 	 
Streptococcus agalactiae CCUG 49087 (1154818.3)	1738	1354	 	 	 
Streptococcus agalactiae CCUG 49100 (1105271.3)	1681	772	 	 	 
Streptococcus agalactiae CCUG 91 (1105252.3)	1376	1948	 	 	 
Streptococcus agalactiae CJB111 (342617.4)	58	1835	 	 	 
Streptococcus agalactiae FSL C1-487 (1154771.3)	1942	68	 	 	 
Streptococcus agalactiae FSL C1-494 (1154783.3)	272	1279	 	 	 
Streptococcus agalactiae FSL F2-338 (1154803.3)	1879	1061	 	 	 
Streptococcus agalactiae FSL F2-343 (1154800.3)	1734	720	 	 	 
Streptococcus agalactiae FSL S3-001 (1154805.3)	1947	1220	 	 	 
Streptococcus agalactiae FSL S3-003 (1154806.3)	7	1946	 	 	 
Streptococcus agalactiae FSL S3-005 (1154804.3)	577	1593	 	 	 
Streptococcus agalactiae FSL S3-014 (1154797.3)	111	1292	 	 	 
Streptococcus agalactiae FSL S3-023 (1154794.3)	1862	1112	 	 	 
Streptococcus agalactiae FSL S3-026 (876138.3)	1132	1958	 	 	 
Streptococcus agalactiae FSL S3-034 (1154779.3)	2063	1571	 	 	 
Streptococcus agalactiae FSL S3-090 (1154796.3)	1653	1528	 	 	 
Streptococcus agalactiae FSL S3-102 (1154798.3)	1899	1473	 	 	 
Streptococcus agalactiae FSL S3-105 (1154782.3)	827	2052	 	 	 
Streptococcus agalactiae FSL S3-128 (1154791.3)	317	1395	 	 	 
Streptococcus agalactiae FSL S3-137 (1154801.3)	164	1393	 	 	 
Streptococcus agalactiae FSL S3-222 (1154780.3)	317	1395	 	 	 
Streptococcus agalactiae FSL S3-268 (1154802.3)	1582	1798	 	 	 
Streptococcus agalactiae FSL S3-277 (1154781.3)	602	2070	 	 	 
Streptococcus agalactiae FSL S3-337 (1154795.3)	331	161	 	 	 
Streptococcus agalactiae FSL S3-586 (1154776.3)	131	2384	 	 	 
Streptococcus agalactiae FSL S3-608 (1154778.3)	428	1344	 	 	 
Streptococcus agalactiae FSL S3-654 (1154773.3)	1984	259	 	 	 
Streptococcus agalactiae GB00002 (1154891.3)	1188	663	 	 	 
Streptococcus agalactiae GB00003 (1154892.3)	1911	1345	 	 	 
Streptococcus agalactiae GB00012 (1154893.3)	1921	1291	 	 	 
Streptococcus agalactiae GB00013 (1154894.3)	755	1897	 	 	 
Streptococcus agalactiae GB00018 (1154895.3)	1911	543	 	 	 
Streptococcus agalactiae GB00020 (1154896.3)	1908	820	 	 	 
Streptococcus agalactiae GB00082 (1154897.3)	1792	1253	 	 	 
Streptococcus agalactiae GB00083 (1154898.3)	1674	614	 	 	 
Streptococcus agalactiae GB00084 (1154899.3)	709	1576	 	 	 
Streptococcus agalactiae GB00092 (1154900.3)	20	309	 	 	 
Streptococcus agalactiae GB00097 (1154901.3)	399	1302	 	 	 
Streptococcus agalactiae GB00111 (1154902.3)	1071	1617	 	 	 
Streptococcus agalactiae GB00112 (1178526.3)	1073	1716	 	 	 
Streptococcus agalactiae GB00115 (1154903.3)	323	1058	 	 	 
Streptococcus agalactiae GB00174 (1154904.3)	42	500	 	 	 
Streptococcus agalactiae GB00190 (1154905.3)	563	1135	 	 	 
Streptococcus agalactiae GB00202 (1154906.3)	865	1314	 	 	 
Streptococcus agalactiae GB00206 (1154907.3)	300	944	 	 	 
Streptococcus agalactiae GB00219 (1154908.3)	1969	183	 	 	 
Streptococcus agalactiae GB00226 (1154909.3)	823	1377	 	 	 
Streptococcus agalactiae GB00241 (1154910.3)	437	1396	 	 	 
Streptococcus agalactiae GB00245 (1154911.3)	1855	1121	 	 	 
Streptococcus agalactiae GB00247 (1154912.3)	1282	1087	 	 	 
Streptococcus agalactiae GB00264 (1154913.3)	923	1063	 	 	 
Streptococcus agalactiae GB00279 (1154914.3)	791	515	 	 	 
Streptococcus agalactiae GB00300 (1154915.3)	1127	305	 	 	 
Streptococcus agalactiae GB00535 (1154916.3)	1922	1453	 	 	 
Streptococcus agalactiae GB00543 (1154917.3)	67	840	 	 	 
Streptococcus agalactiae GB00548 (1154918.3)	1861	1292	 	 	 
Streptococcus agalactiae GB00555 (1154919.3)	1216	1898	 	 	 
Streptococcus agalactiae GB00557 (1154920.3)	154	1576	 	 	 
Streptococcus agalactiae GB00561 (1154921.3)	918	317	 	 	 
Streptococcus agalactiae GB00588 (1154922.3)	1066	1220	 	 	 
Streptococcus agalactiae GB00601 (1154923.3)	1301	1176	 	 	 
Streptococcus agalactiae GB00614 (1154924.3)	2007	1781	 	 	 
Streptococcus agalactiae GB00640 (1154925.3)	1527	1499	 	 	 
Streptococcus agalactiae GB00651 (1154926.3)	1822	1424	 	 	 
Streptococcus agalactiae GB00653 (1154927.3)	2087	1562	 	 	 
Streptococcus agalactiae GB00654 (1154928.3)	936	608	 	 	 
Streptococcus agalactiae GB00663 (1154929.3)	1205	1026	 	 	 
Streptococcus agalactiae GB00679 (1154930.3)	1235	1683	 	 	 
Streptococcus agalactiae GB00864 (1154931.3)	1915	582	 	 	 
Streptococcus agalactiae GB00867 (1154933.3)	1606	344	 	 	 
Streptococcus agalactiae GB00874 (1154934.3)	948	1614	 	 	 
Streptococcus agalactiae GB00884 (1154935.3)	348	768	 	 	 
Streptococcus agalactiae GB00887 (1154936.3)	1045	209	 	 	 
Streptococcus agalactiae GB00888 (1154937.3)	1919	872	 	 	 
Streptococcus agalactiae GB00891 (1154938.3)	1708	792	 	 	 
Streptococcus agalactiae GB00893 (1154939.3)	1942	1635	 	 	 
Streptococcus agalactiae GB00900 (1154943.3)	873	1325	 	 	 
Streptococcus agalactiae GB00901 (1154944.3)	100	242	 	 	 
Streptococcus agalactiae GB00904 (1154945.3)	202	942	 	 	 
Streptococcus agalactiae GB00909 (1154946.3)	1922	695	 	 	 
Streptococcus agalactiae GB00911 (1154947.3)	1021	1710	 	 	 
Streptococcus agalactiae GB00914 (1154948.3)	474	1174	 	 	 
Streptococcus agalactiae GB00919 (1154949.3)	2244	925	 	 	 
Streptococcus agalactiae GB00922 (1154950.3)	1213	2084	 	 	 
Streptococcus agalactiae GB00923 (1154951.3)	8	325	 	 	 
Streptococcus agalactiae GB00924 (1154952.3)	1934	1531	 	 	 
Streptococcus agalactiae GB00929 (1154953.3)	653	608	 	 	 
Streptococcus agalactiae GB00932 (1154954.3)	1537	1893	 	 	 
Streptococcus agalactiae GB00933 (1154955.3)	748	1385	 	 	 
Streptococcus agalactiae GB00954 (1154959.3)	962	1354	 	 	 
Streptococcus agalactiae GB00955 (1154960.3)	1717	1305	 	 	 
Streptococcus agalactiae GB00963 (1154963.3)	152	1067	 	 	 
Streptococcus agalactiae GB00965 (1154964.3)	800	1626	 	 	 
Streptococcus agalactiae GB00975 (1154965.3)	967	879	 	 	 
Streptococcus agalactiae GB00984 (1154966.3)	144	475	 	 	 
Streptococcus agalactiae GB00986 (1154967.3)	1128	707	 	 	 
Streptococcus agalactiae GB00999 (1154969.3)	571	1558	 	 	 
Streptococcus agalactiae GD201008-001 (1203670.3)	1038	1667	 	 	 
Streptococcus agalactiae ILRI005 (1309807.3)	1102	1791	 	 	 
Streptococcus agalactiae ILRI112 (1318615.3)	1095	1717	 	 	 
Streptococcus agalactiae LADL-90-503 (1266066.3)	127	716	 	 	 
Streptococcus agalactiae LMG 15081 (1105272.3)	797	2024	 	 	 
Streptococcus agalactiae LMG 15083 (1105273.3)	1293	1582	 	 	 
Streptococcus agalactiae LMG 15084 (1105274.3)	197	1674	 	 	 
Streptococcus agalactiae LMG 15085 (1154819.3)	1845	1364	 	 	 
Streptococcus agalactiae LMG 15090 (1105276.3)	1972	450	 	 	 
Streptococcus agalactiae LMG 15091 (1154820.3)	1988	1559	 	 	 
Streptococcus agalactiae LMG 15092 (1154821.3)	1847	1369	 	 	 
Streptococcus agalactiae LMG 15094 (1154823.3)	991	1780	 	 	 
Streptococcus agalactiae LMG 15095 (1154824.3)	560	1663	 	 	 
Streptococcus agalactiae MRI Z1-012 (1154863.3)	1255	494	 	 	 
Streptococcus agalactiae MRI Z1-022 (1154864.3)	305	1105	 	 	 
Streptococcus agalactiae MRI Z1-023 (1154865.3)	1234	833	 	 	 
Streptococcus agalactiae MRI Z1-025 (1154867.3)	1998	1620	 	 	 
Streptococcus agalactiae MRI Z1-198 (1154835.3)	657	1589	 	 	 
Streptococcus agalactiae MRI Z1-199 (1154836.3)	1256	1367	 	 	 
Streptococcus agalactiae MRI Z1-200 (1154837.3)	933	1417	 	 	 
Streptococcus agalactiae MRI Z1-201 (1154838.3)	529	1209	 	 	 
Streptococcus agalactiae MRI Z1-202 (1154839.3)	738	1220	 	 	 
Streptococcus agalactiae MRI Z1-203 (1154840.3)	1183	1759	 	 	 
Streptococcus agalactiae MRI Z1-204 (1154841.3)	688	267	 	 	 
Streptococcus agalactiae MRI Z1-205 (1154842.3)	1888	522	 	 	 
Streptococcus agalactiae MRI Z1-206 (1154843.3)	1927	991	 	 	 
Streptococcus agalactiae MRI Z1-211 (1154874.3)	1145	1594	 	 	 
Streptococcus agalactiae MRI Z1-212 (1154875.3)	1069	1787	 	 	 
Streptococcus agalactiae MRI Z1-213 (1154876.3)	1487	444	 	 	 
Streptococcus agalactiae MRI Z1-214 (1154877.3)	1669	1026	 	 	 
Streptococcus agalactiae MRI Z1-215 (1154878.3)	1431	911	 	 	 
Streptococcus agalactiae MRI Z1-216 (1154879.3)	1021	113	 	 	 
Streptococcus agalactiae MRI Z1-217 (1154880.3)	2154	356	 	 	 
Streptococcus agalactiae MRI Z1-218 (1154881.3)	1902	775	 	 	 
Streptococcus agalactiae MRI Z1-219 (1154882.3)	792	1480	 	 	 
Streptococcus agalactiae PR06 (1279012.3)	1946	533	 	 	 
Streptococcus agalactiae SA20-06 (1231389.3)	943	1534	 	 	 
Streptococcus agalactiae SS1014 (1266070.3)	1034	1633	 	 	 
Streptococcus agalactiae SS1218 (1266068.3)	568, 945	1548	 	 	 
Streptococcus agalactiae SS1219 (1265684.3)	1002	1382	 	 	 
Streptococcus agalactiae STIR-CD-01 (1154844.3)	1652	640	 	 	 
Streptococcus agalactiae STIR-CD-09 (1154846.3)	651	1577	 	 	 
Streptococcus agalactiae STIR-CD-14 (1154848.3)	138	607	 	 	 
Streptococcus agalactiae STIR-CD-17 (1097670.3)	877	405	 	 	 
Streptococcus agalactiae STIR-CD-21 (1154849.3)	2024	1404	 	 	 
Streptococcus agalactiae STIR-CD-22 (1154850.3)	391	1000	 	 	 
Streptococcus agalactiae STIR-CD-23 (1154851.3)	49	1930	 	 	 
Streptococcus agalactiae STIR-CD-24 (1154852.3)	96	624	 	 	 
Streptococcus agalactiae STIR-CD-26 (1154854.3)	1765	1410	 	 	 
Streptococcus agalactiae STIR-CD-27 (1154855.3)	1991	1843	 	 	 
Streptococcus agalactiae STIR-CD-28 (1154856.3)	1905	1685	 	 	 
Streptococcus agalactiae STIR-CD-29 (1154857.3)	717	208	 	 	 
Streptococcus agalactiae ZQ0910 (1156939.3)	968	357	 	 	 
Streptococcus agalactiae NEM316 (211110.3)	1135	1843	 	 	 
Streptococcus agalactiae A909 (205921.4)	1103	1745	 	 	 
Streptococcus agalactiae 2603V/R (208435.3)	1083	1762	 	 	 
Streptococcus agalactiae str. Gottschalk 1002A (1105236.3)	1043	1764	 	 	 
Streptococcus agalactiae str. Gottschalk 1003A (1154888.3)	433	1796	 	 	 
Streptococcus agalactiae str. Gottschalk 13227 (1105238.3)	400	1105	 	 	 
Streptococcus agalactiae str. Gottschalk 2864 (1105239.3)	985	1332	 	 	 
Streptococcus agalactiae str. Gottschalk 31825 (1105240.3)	222	768	 	 	 
Streptococcus agalactiae str. Gottschalk 992B (1154890.3)	1966	242, 243, 244	 	 	 
Streptococcus agalactiae str. Gottschalk 998A (1105241.3)	284	1892	 	 	 
Streptococcus agalactiae str. Gottschalk 999B (1105242.3)	685	1640	 	 	 
Streptococcus anginosus 1_2_62CV (742820.3)	496	 	 	 	 
Streptococcus anginosus CCUG 39159 (1095729.3)	492	 	 	 	 
Streptococcus anginosus F0211 (706437.3)	1619	 	 	 	 
